ship_postal_code,ship_country,ship_state,ship_city
225001,IN,UTTAR PRADESH,LUCKNOW
494661,IN,SIKKIM,MANGAN
626003,IN,TELANGANA,HYDERABAD
844120,IN,Gujarat,DOHAD
461001,IN,KERALA,THIKKODY
110042,IN,MAHARASHTRA,Dombivli (WEST)
686692,IN,KARNATAKA,MANDYA
641654,IN,RAJASTHAN,CHITTAURGARH
110076,IN,MAHARASHTRA,"Wagholi, PUNE"
176031,IN,WEST BENGAL,RISHRA
140307,IN,WEST BENGAL,LASKARPARA
180001,IN,TELANGANA,HYDERABAD
422202,IN,TAMIL NADU,KANGAYAMPALAYAM
678581,IN,TAMIL NADU,CHENNAI
326513,IN,TAMIL NADU,SRIPERUMBUDUR
575011,IN,MAHARASHTRA,MUMBAI
423107,IN,UTTAR PRADESH,LUCKNOW
575003,IN,KERALA,TRIVANDRUM
509216,IN,MAHARASHTRA,PUNE
411019,IN,MAHARASHTRA,SHIRUR
700080,IN,MAHARASHTRA,MUMBAI
246701,IN,MAHARASHTRA,RAIGAD
411051,IN,Gujarat,ANAND
206253,IN,MAHARASHTRA,MUMBAI
176219,IN,MAHARASHTRA,PUNE
673021,IN,TELANGANA,HYDERABAD
781171,IN,KERALA,IROOPARA
695607,IN,KARNATAKA,MANGALURU
444110,IN,JHARKHAND,BOKARO STEEL CITY
627117,IN,KARNATAKA,MANDYA
411005,IN,KERALA,NEYYATTINKARA
768004,IN,MAHARASHTRA,LONI
151201,IN,KARNATAKA,BENGALURU
670642,IN,ANDHRA PRADESH,VENKATAGIRI
175136,IN,KERALA,"ALUVA, ERNAKULAM DIST"
584101,IN,MEGHALAYA,Sohra
342008,IN,ODISHA,Rourkela
695543,IN,MAHARASHTRA,MUMBAI
600049,IN,Goa,Ponda
682003,IN,ASSAM,GUWAHATI
140124,IN,UTTAR PRADESH,KORWA
600123,IN,WEST BENGAL,KOLKATA
176061,IN,KARNATAKA,Bengaluru
712204,IN,KERALA,SHORANUR
440004,IN,WEST BENGAL,Rahara
211019,IN,UTTARAKHAND,KASHIPUR
206244,IN,PUDUCHERRY,Karaikal
805130,IN,WEST BENGAL,DURGAPUR
263151,IN,MAHARASHTRA,PANDHARPUR
785634,IN,KERALA,KASARAGOD
382016,IN,TELANGANA,RAMAGUNDAM
563114,IN,KERALA,PADUVILAYI
474001,IN,WEST BENGAL,PANIHATI
148101,IN,MADHYA PRADESH,BHOPAL
131029,IN,JHARKHAND,RANCHI
400018,IN,TAMIL NADU,Tirunelveli
110084,IN,TAMIL NADU,TIRUNELVELI
682314,IN,ODISHA,BHUBANESWAR
307026,IN,UTTARAKHAND,RUDRAPRAYAG
515122,IN,KARNATAKA,MYSURU
380054,IN,KERALA,Tirur
680502,IN,JHARKHAND,Jamshedpur
799120,IN,KERALA,KUNNATHUNAD
796007,IN,UTTARAKHAND,DEHRADUN
682304,IN,Gujarat,MAHESANA
243301,IN,WEST BENGAL,UTTARPARA KOTRUNG
143531,IN,MADHYA PRADESH,SATNA
781020,IN,MADHYA PRADESH,SENDHWA
711310,IN,BIHAR,MAHARAJGANJ
505326,IN,TAMIL NADU,THANJAVUR
535525,IN,MADHYA PRADESH,DEWAS
695028,IN,TELANGANA,Hyderabad
580023,IN,TELANGANA,Hyderabad
302028,IN,KERALA,KATTUR
700052,IN,KARNATAKA,BENGALURU
126112,IN,WEST BENGAL,BALLY
781015,IN,ODISHA,BHUBANESWAR
686004,IN,KERALA,KOZHENCHERY
683513,IN,KARNATAKA,Chitradurga
416003,IN,TELANGANA,HYDERABAD
411042,IN,MAHARASHTRA,PIMPRI CHINCHWAD
211016,IN,TAMIL NADU,USILAMPATTI
560056,IN,KARNATAKA,ULLAL
641659,IN,HIMACHAL PRADESH,YOI cantt
244701,IN,KERALA,"AZHIKODE ,kannur"
500002,IN,RAJASTHAN,JAIPUR
530027,IN,JHARKHAND,ARA
521137,IN,RAJASTHAN,KOTA
691301,IN,TAMIL NADU,COIMBATORE
638003,IN,KERALA,Ernakulam
641047,IN,KARNATAKA,Shimoga
574239,IN,MAHARASHTRA,NASHIK
621005,IN,ODISHA,NAYAGARH
781008,IN,JAMMU & KASHMIR,SAMBA
577522,IN,KERALA,ERNAKULAM
226004,IN,KERALA,PALAKKAD
518102,IN,ANDAMAN & NICOBAR ,BAMBOOFLAT
142022,IN,KARNATAKA,Bangalore
441911,IN,MADHYA PRADESH,INDORE
533342,IN,DELHI,NEW DELHI
620022,IN,ARUNACHAL PRADESH,ITANAGAR
603112,IN,KERALA,kollam
781032,IN,TAMIL NADU,MOHANUR
121007,IN,WEST BENGAL,Serampore
759116,IN,WEST BENGAL,KOLKATA
600072,IN,ODISHA,KENDUJHAR
742102,IN,DELHI,NEW DELHI
141116,IN,WEST BENGAL,kolkata
171002,IN,KERALA,THIRUVANANTHAPURAM
530051,IN,MAHARASHTRA,PUNE
382110,IN,ANDHRA PRADESH,KOTHAVALASA
500079,IN,MAHARASHTRA,PIMPRI CHINCHWAD
768234,IN,TAMIL NADU,Thiruvallur
691589,IN,MAHARASHTRA,SATARA
721171,IN,TELANGANA,VEMULAWADA
792110,IN,KARNATAKA,ROBERTSONPET
462042,IN,WEST BENGAL,Kolkata
517505,IN,MAHARASHTRA,BARAMATI
177101,IN,ANDHRA PRADESH,"RAJAHMUNDRY, EAST GODAVARI DISTRICT"
182101,IN,UTTAR PRADESH,Ghaziabad
641687,IN,TAMIL NADU,MATHIGIRI
142026,IN,UTTAR PRADESH,VARANASI
517214,IN,KERALA,PUTHENCRUZ
390011,IN,TAMIL NADU,CHENNAI
401501,IN,ANDHRA PRADESH,TENALI
700027,IN,KERALA,Trichur
140412,IN,ANDHRA PRADESH,ANANTAPUR
441208,IN,HARYANA,bahadurgarh
620008,IN,MAHARASHTRA,PUNE
751030,IN,KARNATAKA,TALIPADY
575004,IN,KARNATAKA,BENGALURU
670304,IN,WEST BENGAL,NEW TOWN
757037,IN,Gujarat,HALOL
523002,IN,MAHARASHTRA,NAVI MUMBAI
690504,IN,KERALA,ERNAKULAM
141012,IN,TAMIL NADU,CHENNAI
805110,IN,TELANGANA,KANCHANBAGH  HYDERABAD
670631,IN,DELHI,NEW DELHI
360370,IN,ANDHRA PRADESH,CHITTOOR
673309,IN,BIHAR,MUZAFFARPUR
604407,IN,RAJASTHAN,JAIPUR
453441,IN,KERALA,CHERUTHURUTHI
466115,IN,ANDHRA PRADESH,AMALAPURAM
533006,IN,KARNATAKA,BENGALURU
504208,IN,TAMIL NADU,MADURAI
732139,IN,MANIPUR,IMPHAL
562117,IN,MAHARASHTRA,Dombivli (WEST)
637002,IN,MAHARASHTRA,MUMBAI
400031,IN,ODISHA,BHUBANESWARB
462010,IN,ANDHRA PRADESH,Kamalapuram
444605,IN,UTTAR PRADESH,Kashganj
631003,IN,KARNATAKA,BENGALURU
682027,IN,MAHARASHTRA,THANE
563131,IN,BIHAR,KATIHAR
686601,IN,ODISHA,JHARSUGUDA
562110,IN,BIHAR,ARRAH
621715,IN,MAHARASHTRA,VIRAR
734010,IN,Gujarat,SURAT
441110,IN,HARYANA,BARWALA
676501,IN,KERALA,"Thrippunithura , Kochi"
121005,IN,KERALA,VARAM
580001,IN,BIHAR,KATIHAR
602026,IN,UTTAR PRADESH,Gauriganj
627426,IN,WEST BENGAL,KOLKATA
482002,IN,UTTAR PRADESH,SAHARANPUR
411022,IN,WEST BENGAL,NEW TOWN
735101,IN,RAJASTHAN,RAWATBHATA
401102,IN,MADHYA PRADESH,DATIA
636457,IN,KARNATAKA,BIDAR
470002,IN,UTTAR PRADESH,UNNAO
284120,IN,UTTAR PRADESH,BARABANKI
781021,IN,CHHATTISGARH,Garawand
813214,IN,TAMIL NADU,Sulakkarai medu
700136,IN,BIHAR,MUZAFFARPUR
713213,IN,MADHYA PRADESH,HOSHANGABAD
176215,IN,DELHI,NEW DELHI
641027,IN,KERALA,KOTHAMANGALAM
208011,IN,TAMIL NADU,"Avinashi, Tirupur"
500100,IN,DELHI,South east delhi
263601,IN,HIMACHAL PRADESH,JAWALAMUKHI
160047,IN,PUNJAB,MOHALI
821307,IN,JAMMU & KASHMIR,JAMMU
678006,IN,MAHARASHTRA,DINDORI
682021,IN,KERALA,PALAKKAD
600013,IN,RAJASTHAN,JHALAWAR
673008,IN,KARNATAKA,MANGALURU
396165,IN,MAHARASHTRA,RAHATA
795010,IN,KARNATAKA,MANGALURU
470775,IN,TELANGANA,FAROOQNAGAR
333001,IN,MAHARASHTRA,PIMPRI CHINCHWAD
210427,IN,WEST BENGAL,KOLKATA
854113,IN,UTTAR PRADESH,BIJNOR
678008,IN,MAHARASHTRA,Pune
831013,IN,UTTAR PRADESH,Etawah
201011,IN,HIMACHAL PRADESH,DHARMSALA
734301,IN,KERALA,Kozhikode
700054,IN,ASSAM,GUWAHATI
517644,IN,KERALA,VENJARAMOODU
583275,IN,MAHARASHTRA,KARANJA
531162,IN,TAMIL NADU,VADAKKUVALLIYUR
263642,IN,MAHARASHTRA,PUNE
500017,IN,ODISHA,SAMBALPUR
396580,IN,PUNJAB,Bhisiana
641114,IN,KERALA,THALASSERY
743375,IN,HIMACHAL PRADESH,MANALI
466116,IN,KARNATAKA,RAICHUR
737102,IN,RAJASTHAN,JODHPUR
208022,IN,KERALA,THIRUVANANTHAPURAM
582118,IN,TAMIL NADU,CHENNAI
768218,IN,KERALA,KOCHI
641030,IN,MAHARASHTRA,KALYAN
629501,IN,PUNJAB,NANGAL
680687,IN,TAMIL NADU,CHENNAI
626111,IN,HIMACHAL PRADESH,PALAMPUR
400088,IN,WEST BENGAL,Serampore
160055,IN,MAHARASHTRA,NAGPUR
761110,IN,UTTAR PRADESH,ALLAHABAD
560083,IN,UTTAR PRADESH,Auraiya
670503,IN,BIHAR,NAWADA
575015,IN,UTTARAKHAND,SITARGANJ
530013,IN,ASSAM,Jorhat
422011,IN,Gujarat,GANDHINAGAR
571807,IN,KARNATAKA,Bangarapet
683541,IN,MADHYA PRADESH,GWALIOR
440034,IN,MAHARASHTRA,THANE
144001,IN,PUNJAB,BARNALA
500053,IN,GOA,Vasco da gama
575018,IN,HARYANA,RAI INDUSTRIAL AREA
600129,IN,Gujarat,ADALAJ
713101,IN,MAHARASHTRA,Mumbai
144819,IN,DELHI,NEW DELHI
641062,IN,KERALA,MULAMTHURUTHY
443001,IN,RAJASTHAN,ABU ROAD
841301,IN,ANDHRA PRADESH,SOMANDEPALLE
392001,IN,Gujarat,Ahmedabad
734011,IN,KERALA,CHOONDAL
689581,IN,TELANGANA,WARANGAL
585105,IN,TRIPURA,GAKULPUR
206121,IN,MIZORAM,AIZAWL
262201,IN,KERALA,KOCHI
641604,IN,UTTAR PRADESH,AONLA
521301,IN,PUNJAB,DINANAGAR
576106,IN,ASSAM,GUWAHATI
613005,IN,KERALA,KALAMASSERY
680507,IN,WEST BENGAL,Howrah
500070,IN,TELANGANA,KORATLA
303007,IN,ANDHRA PRADESH,VIZIANAGARAM
201019,IN,KERALA,THIRUVANANTHAPURAM
682008,IN,KARNATAKA,HUBBALLI
452018,IN,PUNJAB,MOHALI
160015,IN,RAJASTHAN,JAIPUR
767033,IN,WEST BENGAL,KOLKATA
562106,IN,HARYANA,SAFIDON
591213,IN,ASSAM,GUWAHATI
277211,IN,KERALA,KOTTAYAM
231218,IN,KERALA,NORTH PAROOR
276128,IN,MAHARASHTRA,KOLHAPUR
416408,IN,MAHARASHTRA,PUNE
700154,IN,MAHARASHTRA,THANE
444001,IN,UTTAR PRADESH,ALLAHABAD
670691,IN,KARNATAKA,BENGALURU
506009,IN,TAMIL NADU,KARUMATHAMPATTI
638311,IN,UTTAR PRADESH,MILAK
531011,IN,TELANGANA,HYDERABAD
700148,IN,DELHI,delhi
560006,IN,ANDHRA PRADESH,VISAKHAPATNAM
221303,IN,ANDHRA PRADESH,VIJAYAWADA
416415,IN,KERALA,paravoor
574253,IN,TAMIL NADU,ERODE
686691,IN,TAMIL NADU,GUDALUR COIMBATORE DISTRICT
852113,IN,KARNATAKA,SULLIA
394310,IN,TAMIL NADU,Trichy
395010,IN,ASSAM,GUWAHATI
442005,IN,KARNATAKA,Challakere
533429,IN,UTTAR PRADESH,LUCKNOW
600069,IN,ANDHRA PRADESH,"Srisailam project, Sundipenta"
221003,IN,KERALA,Tripunithura
759147,IN,PUNJAB,LUDHIANA
577217,IN,MAHARASHTRA,TIRORA
574102,IN,ANDHRA PRADESH,ANAPARTHY
500096,IN,TAMIL NADU,Trichy
847302,IN,TAMIL NADU,KANCHIPURAM
755019,IN,ASSAM,GUWAHATI
637301,IN,HARYANA,FARIDABAD
635126,IN,ODISHA,FCI TOWNSHIP
563117,IN,TAMIL NADU,CHENNAI
518002,IN,WEST BENGAL,Berhampore
688524,IN,PUNJAB,LUDHIANA
682020,IN,HIMACHAL PRADESH,SHIMLA
175105,IN,ANDHRA PRADESH,VISAKHAPATNAM
388640,IN,Gujarat,SANAND
743165,IN,KARNATAKA,BENGALURU
670004,IN,TELANGANA,HYDERABAD
682023,IN,ODISHA,IB THEMAL POWER PLANT BANHARPALI TOWNSHIP
685565,IN,KERALA,THAZHUTHALA
794001,IN,GOA,SANCOALE
495004,IN,MAHARASHTRA,PUNE
221010,IN,WEST BENGAL,Kolaghat
785701,IN,ARUNACHAL PRADESH,ROING
530048,IN,MADHYA PRADESH,Bhopal
440017,IN,ANDHRA PRADESH,TIRUPATI
496118,IN,HIMACHAL PRADESH,DERA GOPIPUR
364002,IN,JAMMU & KASHMIR,UDHAMPUR
534166,IN,TAMIL NADU,ANDIPALAYAM
695582,IN,MAHARASHTRA,THANE
136128,IN,PUNJAB,JAGRAON
201201,IN,ANDHRA PRADESH,PILERU
673611,IN,Gujarat,VADODARA
767025,IN,MAHARASHTRA,BOISAR
534447,IN,WEST BENGAL,KOLKATA
531002,IN,GOA,MAPUSA
783380,IN,KARNATAKA,VIJAPURA
516002,IN,PUNJAB,Bassi pathana
201005,IN,MAHARASHTRA,Armori
313004,IN,TAMIL NADU,TIRUCHIRAPPALLI
670007,IN,ODISHA,BHUBANESWAR
742101,IN,KARNATAKA,MANGALURU
577002,IN,KERALA,Madayi
700013,IN,ODISHA,KARANJIA
533440,IN,ANDHRA PRADESH,ONGOLE
416115,IN,KERALA,ALAPPUZHA
400084,IN,PUNJAB,LUDHIANA
225003,IN,KARNATAKA,Bengaluru
605004,IN,BIHAR,NAWADA
570002,IN,KERALA,KANNUR
711101,IN,Gujarat,Premgadh ta. Jetpur
248008,IN,DELHI,NEW DELHI
342301,IN,MAHARASHTRA,MUMBAI
110057,IN,KERALA,Calicut Dist
535546,IN,TAMIL NADU,TIRUVETHIPURAM
784184,IN,MADHYA PRADESH,MHOW
587312,IN,GOA,NAVELIM
797103,IN,MADHYA PRADESH,ICHHAWAR
205001,IN,ANDHRA PRADESH,KAKINADA
411062,IN,MAHARASHTRA,MUMBAI
583229,IN,TELANGANA,Mancherial
626123,IN,WEST BENGAL,CHANCHAL
641041,IN,KARNATAKA,KANAKAPURA
176092,IN,TAMIL NADU,NAMAKKAL
689101,IN,KARNATAKA,RANEBENNUR
382001,IN,MAHARASHTRA,MUMBAI
560034,IN,MADHYA PRADESH,BHOPAL
786001,IN,MAHARASHTRA,AMRAVATI
402305,IN,KARNATAKA,BENGALURU
134114,IN,TAMIL NADU,ARAKONAM
791113,IN,KERALA,Ernakulam
688503,IN,KARNATAKA,MULBAGAL
248003,IN,MADHYA PRADESH,JABALPUR
732142,IN,KERALA,ATHIRAMPUZHA
854337,IN,KARNATAKA,DEVANAHALLI
799002,IN,MAHARASHTRA,Naigaon east
224141,IN,TAMIL NADU,Ariyalur D.T
121009,IN,ANDHRA PRADESH,anadapuram
523247,IN,WEST BENGAL,SILIGURI
671542,IN,MAHARASHTRA,Hingna/Nagpur
500082,IN,KERALA,PERUMANNA
605008,IN,HARYANA,faridabad
229127,IN,KARNATAKA,DHARWAD
180009,IN,TAMIL NADU,UTHUKKOTTAI
302023,IN,TAMIL NADU,VEERAVANALLUR
509325,IN,MADHYA PRADESH,JABALPUR
751010,IN,MAHARASHTRA,PUNE
246194,IN,TELANGANA,Secunderabad
247670,IN,MAHARASHTRA,PIMPRI CHINCHWAD
600079,IN,WEST BENGAL,Jalpaiguri
500094,IN,MAHARASHTRA,Saphale
700085,IN,TAMIL NADU,VANAVASI
136027,IN,MADHYA PRADESH,SAGAR
180004,IN,UTTAR PRADESH,KHAILAR
431002,IN,DELHI,NEW DELHI
520013,IN,ASSAM,GUWAHATI
110024,IN,BIHAR,"Kahalgaon, Bhagalpur"
781031,IN,WEST BENGAL,KOLKATA
251201,IN,WEST BENGAL,DURGAPUR
411029,IN,HIMACHAL PRADESH,DHARAMSALA
671123,IN,GOA,SOUTH GOA
600068,IN,TAMIL NADU,COIMBATORE
781337,IN,UTTAR PRADESH,KANPUR
680588,IN,TELANGANA,HYDERABAD
474004,IN,UTTARAKHAND,ALMORA
532292,IN,CHANDIGARH,CHANDIGARH
503111,IN,BIHAR,DEHRI ON SONE
679329,IN,KERALA,PALAKKAD
143505,IN,KERALA,KALAMASSERY
273016,IN,TAMIL NADU,CHENNAI
695009,IN,KERALA,Kozhikode
695026,IN,Gujarat,Umargam
673019,IN,Manipur,Imphal
600101,IN,MADHYA PRADESH,HATTA
221712,IN,RAJASTHAN,JHUNJHUNUN
523157,IN,UTTAR PRADESH,MAHOBA
410218,IN,BIHAR,Katihar
680309,IN,KERALA,PALAKKAD
457001,IN,JHARKHAND,JAMSHEDPUR
416510,IN,UTTAR PRADESH,GHAZIABAD
577221,IN,WEST BENGAL,KALIMPONG
591304,IN,WEST BENGAL,Kolkata
766001,IN,ANDHRA PRADESH,SRIKALAHASTI
522616,IN,KARNATAKA,BELLARY
400004,IN,ANDHRA PRADESH,Anil neerkonda hospital
535523,IN,UTTARAKHAND,BAGESHWAR
700108,IN,TELANGANA,SECUNDERABAD
460553,IN,Gujarat,BANSDA
382345,IN,TAMIL NADU,Coimbatore
641110,IN,WEST BENGAL,UTTAR KUSUM
480661,IN,MADHYA PRADESH,ASHTA
781017,IN,SIKKIM,UPPER TADONG
380026,IN,MAHARASHTRA,BADLAPUR
841101,IN,UTTAR PRADESH,KANPUR
632001,IN,KARNATAKA,MUNDARGI
831004,IN,ODISHA,BELPAHAR
412406,IN,TAMIL NADU,COIMBATORE
493228,IN,TAMIL NADU,Zionpuram
517417,IN,KERALA,EDATHIRUTHY
625513,IN,TAMIL NADU,RAJAPALAYAM
835303,IN,MAHARASHTRA,Trombay
591108,IN,PUNJAB,MOHALI
533288,IN,ODISHA,ASIKA
782137,IN,KARNATAKA,BENGALURU
600075,IN,KERALA,CHERUTHAZHAM
784154,IN,KARNATAKA,MANGALURU
421306,IN,ANDHRA PRADESH,VISAKHAPATNAM
676103,IN,MAHARASHTRA,NASHIK
231220,IN,KARNATAKA,SHRIRANGAPATTANA
395006,IN,KERALA,ERNAKULAM
641107,IN,MAHARASHTRA,NAGPUR
712232,IN,PUNJAB,JALANDHAR
700149,IN,TELANGANA,HYDERABAD
671318,IN,KARNATAKA,Deralakatte/ Mangalore
583201,IN,TAMIL NADU,CHENNAI
834004,IN,WEST BENGAL,BURDWAN
176310,IN,PUNJAB,KAPURTHALA
482003,IN,TELANGANA,Hyderabad
476115,IN,JAMMU & KASHMIR,"Khumani Chowk,Bemina Budgam"
160062,IN,TAMIL NADU,COIMBATORE
688530,IN,MAHARASHTRA,Buldana
531173,IN,BIHAR,CHAPRA
151103,IN,Gujarat,BHARUCH
440036,IN,WEST BENGAL,SILIGURI
208016,IN,KERALA,Thiruvalla
533263,IN,KARNATAKA,KALABURGI
243001,IN,UTTAR PRADESH,BABARPUR AJITMAL
303121,IN,KERALA,ERNAKULAM
827012,IN,UTTAR PRADESH,BISALPUR
711205,IN,TAMIL NADU,Tirupur
123001,IN,ANDHRA PRADESH,GUDIVADA KRISHNA DISTRICT
400034,IN,KARNATAKA,UDUPI
700056,IN,TAMIL NADU,Thanjavur
390019,IN,KERALA,PAVARATTY
211001,IN,TELANGANA,HYDERABAD
175129,IN,RAJASTHAN,Jaipur
460001,IN,UTTAR PRADESH,GHAZIABAD
638452,IN,KERALA,KUMBALANGY
676303,IN,MADHYA PRADESH,INDORE
232325,IN,CHANDIGARH,CHANDIGARH
273008,IN,ODISHA,Titlagarh
515004,IN,KARNATAKA,BENGALURU
682035,IN,KARNATAKA,BELAGAVI
600092,IN,UTTAR PRADESH,SAHATWAR
760002,IN,UTTAR PRADESH,Sonbhadra
382480,IN,UTTAR PRADESH,AZAMGARH
380009,IN,MAHARASHTRA,TASGAON
440008,IN,DELHI,NEW DELHI
500033,IN,WEST BENGAL,KOLKATA
263639,IN,MAHARASHTRA,AKOLA
246475,IN,UTTAR PRADESH,Gautam Buddha Nagar
607001,IN,KERALA,pathippalam
691331,IN,TELANGANA,WARANGAL
600008,IN,TAMIL NADU,AMMAPETTAI ERODE DISTRICT
671316,IN,ANDHRA PRADESH,ATCHUTAPURAM APSEZ
244235,IN,WEST BENGAL,RAJPUR SONARPUR
600055,IN,KARNATAKA,Bengaluru
172033,IN,UTTAR PRADESH,"Gopiganj  ,bhadohi"
507111,IN,MAHARASHTRA,SANGLI
411003,IN,KARNATAKA,BANTVAL
577501,IN,GOA,PORVORIM
796005,IN,KARNATAKA,MANGALURU
110026,IN,KERALA,KOTHAMANGALAM
425201,IN,BIHAR,Madhepura
229001,IN,Gujarat,KADODARA
248016,IN,ANDHRA PRADESH,TENALI
695005,IN,Gujarat,SURAT
176102,IN,MAHARASHTRA,WARDHA
796901,IN,ANDHRA PRADESH,YELESWARAM
500087,IN,TAMIL NADU,CHENNAI
124001,IN,KARNATAKA,BENGALURU
673005,IN,UTTAR PRADESH,VARANASI
737121,IN,ODISHA,NTPC KANIHA TOWNSHIP
781039,IN,KARNATAKA,HONNALI
518007,IN,KARNATAKA,KARKAL
473001,IN,TELANGANA,HYDERABAD
400009,IN,BIHAR,Darbhnga
723148,IN,SIKKIM,UPPER TADONG
283122,IN,ODISHA,"VAYASANAGAR, JAJPUR ROAD"
276305,IN,TAMIL NADU,SANKARI
689503,IN,TAMIL NADU,KRISHNAGIRI
231217,IN,KARNATAKA,ROBERTSONPET
643212,IN,ANDHRA PRADESH,KURNOOL
721507,IN,KERALA,ALAPPUZHA
825409,IN,KERALA,ERNAKULAM
680732,IN,HIMACHAL PRADESH,Kasol
676510,IN,Gujarat,Jalundh khambhat
524305,IN,WEST BENGAL,NAIHATI
603209,IN,KERALA,PALLIKKUNNU
391760,IN,KERALA,CHERANALLUR
492013,IN,KARNATAKA,MANGALURU
450331,IN,Gujarat,CHALTHAN
147101,IN,KERALA,MUNNAR
600115,IN,MEGHALAYA,TURA
456010,IN,WEST BENGAL,Kolkata
812005,IN,CHHATTISGARH,"BILASPUR,"
180016,IN,UTTAR PRADESH,VARANASI
262308,IN,ASSAM,SIBSAGAR
581328,IN,ANDHRA PRADESH,MADHURAWADA
680584,IN,MAHARASHTRA,NAGPUR
524001,IN,CHHATTISGARH,PATHALGAON
401404,IN,UTTAR PRADESH,KHERI
700017,IN,Gujarat,BHAVNAGAR
612603,IN,ANDHRA PRADESH,PENTAPADU
342009,IN,KERALA,THIRUVANANTHAPURAM
411061,IN,HARYANA,PEHOWA
757001,IN,UTTAR PRADESH,GHAZIABAD
798604,IN,KERALA,KURUVATTUR
577502,IN,ODISHA,PATNAGARH
171219,IN,ANDHRA PRADESH,JANGAREDDIGUDEM
452009,IN,ANDHRA PRADESH,ANAKAPALLE
517520,IN,ASSAM,BONGAIGAON
390004,IN,ANDHRA PRADESH,KADAPA
410506,IN,UTTAR PRADESH,GHAZIABAD
743134,IN,RAJASTHAN,UDAIPUR
737136,IN,KERALA,"THOTTADA,kannur,670007"
786004,IN,WEST BENGAL,BERHAMPORE
636701,IN,KARNATAKA,DAVANAGERE
125120,IN,WEST BENGAL,KOLKATA
341306,IN,ANDHRA PRADESH,SAMALKOT
410209,IN,MAHARASHTRA,ICHALKARANJI
503001,IN,MAHARASHTRA,MUMBAI
209801,IN,UTTAR PRADESH,BARABANKI
679103,IN,PUDUCHERRY,PUDUCHERRY
793004,IN,KARNATAKA,MYSURU
515401,IN,KARNATAKA,BENGALURU
462024,IN,WEST BENGAL,HOWRAH
201318,IN,UTTARAKHAND,DEHRADUN
361005,IN,RAJASTHAN,PHALODI
517192,IN,KERALA,VENJARAMOODU
609110,IN,Delhi,New Delhi
263136,IN,ANDHRA PRADESH,VIZIANAGARAM
523260,IN,ASSAM,BISWANATH
226013,IN,KARNATAKA,MAHALINGPUR
244410,IN,NAGALAND,CHUMUKEDIMA
700038,IN,UTTAR PRADESH,MAINPURI
144601,IN,MAHARASHTRA,PUNE
502296,IN,ODISHA,ASIKA
400701,IN,KARNATAKA,KOPPAL
245304,IN,TAMIL NADU,SIVAKASI
847411,IN,TAMIL NADU,COIMBATORE
302004,IN,ANDHRA PRADESH,KAKINADA
524201,IN,HIMACHAL PRADESH,KANGRA
627416,IN,KERALA,THIRUVALLA
522601,IN,Gujarat,Gandhinagar
680567,IN,KARNATAKA,BENGALURU
361320,IN,ASSAM,dibrugarh
670107,IN,MAHARASHTRA,Mahad (raigad )
560052,IN,HARYANA,CHANDI MANDIR
700124,IN,ARUNACHAL PRADESH,ITANAGAR
493445,IN,KERALA,ALAPPUZHA
523333,IN,UTTARAKHAND,DEHRADUN
110054,IN,WEST BENGAL,MALDA
442903,IN,ODISHA,CUTTACK
627811,IN,BIHAR,KATIHAR
383001,IN,TRIPURA,AGARTALA
303303,IN,UTTAR PRADESH,GOSAINGANJ FAIZABAD DISTRICT ayodhya
441501,IN,HARYANA,Faridabad
573103,IN,ANDHRA PRADESH,DARSI
713305,IN,KERALA,KASARAGOD
160002,IN,TELANGANA,HYDERABAD
503101,IN,ANDHRA PRADESH,"RAJAHMUNDRY, EAST GODAVARI DISTRICT"
262405,IN,KERALA,ALUVA
503224,IN,MAHARASHTRA,PUNE
400602,IN,PUDUCHERRY,PUDUCHERRY
134102,IN,UTTAR PRADESH,Salon
700090,IN,JAMMU & KASHMIR,JAMMU
211011,IN,RAJASTHAN,Jaipur
272001,IN,TELANGANA,HYDERABAD
522510,IN,MAHARASHTRA,PIMPRI CHINCHWAD
782447,IN,ODISHA,BHUBANESWAR
629252,IN,UTTARAKHAND,PAURI
560075,IN,UTTARAKHAND,HARIDWAR
141015,IN,Gujarat,AHMEDABAD
670641,IN,TAMIL NADU,CHENNAI
673523,IN,TAMIL NADU,Vellore
389210,IN,TELANGANA,HYDERABAD
758041,IN,WEST BENGAL,KOLKATA
143516,IN,HARYANA,KAITHAL
713217,IN,JAMMU & KASHMIR,JAMMU
688540,IN,MAHARASHTRA,AURANGABAD
759143,IN,ANDHRA PRADESH,VIJAYAWADA
530052,IN,Delhi,New Delhi
562104,IN,ASSAM,Guwahati
683544,IN,KARNATAKA,Neeralagi
203001,IN,UTTAR PRADESH,KHATAULI
400026,IN,MAHARASHTRA,PUNE
302006,IN,KERALA,KASARAGOD
243403,IN,TAMIL NADU,CHENNAI
682004,IN,ASSAM,NALBARI
683518,IN,KERALA,PALAKKAD
326036,IN,MADHYA PRADESH,GWALIOR
570009,IN,ANDHRA PRADESH,SRIKAKULAM
324002,IN,TELANGANA,KAMAREDDY
400070,IN,KERALA,NILAMBUR
506004,IN,PUNJAB,BATALA
249201,IN,HARYANA,AMBALA
530005,IN,UTTAR PRADESH,GORAKHPUR
247452,IN,KERALA,THIRUVANANTHAPURAM
248009,IN,KERALA,THIRUVANANTHAPURAM
581304,IN,KERALA,Calicut
134112,IN,TAMIL NADU,CHENNAI
641042,IN,UTTAR PRADESH,RASRA
680589,IN,ANDHRA PRADESH,CHIRALA
411004,IN,MAHARASHTRA,NAVI MUMBAI
