OrderID,ship_service_level,ship_city,ship_state,ship_postal_code,ship_country
404-5785045-8937916,Expedited,LUDHIANA,PUNJAB,142022,IN
171-8032594-8535551,Standard,SEITHUR,TAMIL NADU,626122,IN
405-1680137-5039564,Expedited,LUCKNOW,UTTAR PRADESH,226010,IN
171-7382935-7931505,Standard,NEW DELHI,DELHI,110049,IN
403-9045031-6397150,Expedited,NEW DELHI,DELHI,110016,IN
403-8403680-1075566,Standard,NEW DELHI,DELHI,110016,IN
403-4174433-8937128,Expedited,NEW DELHI,DELHI,110016,IN
404-3179341-5705127,Standard,DHARMSALA,HIMACHAL PRADESH,176215,IN
407-0348511-1329923,Expedited,BENGALURU,KARNATAKA,560066,IN
403-8035928-9612352,Expedited,DEHRADUN,UTTARAKHAND,248001,IN
404-7716675-8061915,Expedited,MUMBAI,MAHARASHTRA,400101,IN
404-6876918-3883520,Standard,PENHA DE FRANCA,GOA,403101,IN
402-0942002-2389136,Expedited,KOLHAPUR,MAHARASHTRA,416012,IN
408-7688384-7043512,Expedited,BENGALURU,KARNATAKA,560068,IN
406-3612766-8975555,Expedited,THIRUVANANTHAPURAM,KERALA,695018,IN
405-4046451-2839547,Expedited,NANDED,MAHARASHTRA,431601,IN
403-5400746-7083553,Standard,GURGAON,HARYANA,122001,IN
406-5897651-1997927,Expedited,BENGALURU,KARNATAKA,560008,IN
406-2405644-5089900,Expedited,CHENNAI,TAMIL NADU,600056,IN
408-6435558-7823505,Expedited,NEYYOOR,TAMIL NADU,629802,IN
404-6018474-5860328,Expedited,CHENNAI,TAMIL NADU,600073,IN
402-1475031-6571538,Expedited,PATNA,BIHAR,800004,IN
407-0559573-1437155,Standard,GUWAHATI,ASSAM,781028,IN
171-4228597-9255563,Expedited,Burhanpur,MADHYA PRADESH,450331,IN
171-1679359-2109138,Standard,Burhanpur,MADHYA PRADESH,450331,IN
402-1660152-6253113,Expedited,BENGALURU,KARNATAKA,560068,IN
403-8242190-7042745,Expedited,PUNE,MAHARASHTRA,411021,IN
406-3493746-0439534,Expedited,HYDERABAD,TELANGANA,500015,IN
171-3889028-8942738,Expedited,KALYAN,MAHARASHTRA,421201,IN
171-3222898-3995504,Expedited,GUWAHATI,ASSAM,781034,IN
405-8426373-0739534,Expedited,JODHPUR,RAJASTHAN,342003,IN
171-5611397-0918754,Expedited,JABALPUR,MADHYA PRADESH,482002,IN
408-0686293-8636327,Expedited,Thrissur,KERALA,680007,IN
402-3316440-8745963,Expedited,MATHURA,UTTAR PRADESH,281001,IN
404-6192324-5080357,Expedited,HYDERABAD,TELANGANA,500072,IN
404-7729796-2611519,Expedited,HYDERABAD,TELANGANA,500018,IN
406-1523255-6529969,Standard,HYDERABAD,TELANGANA,500019,IN
403-0399397-7107553,Expedited,KOLKATA,WEST BENGAL,700067,IN
171-3244777-2916329,Expedited,CHENNAI,TAMIL NADU,600042,IN
404-7920293-8697127,Expedited,GHAZIABAD,UTTAR PRADESH,201005,IN
405-9648136-4869930,Standard,NAKODAR,PUNJAB,144040,IN
405-5376723-1513138,Expedited,NAKODAR,PUNJAB,144040,IN
402-9573334-5142750,Expedited,MUMBAI,MAHARASHTRA,400026,IN
403-3348009-6081143,Expedited,BENGALURU,KARNATAKA,560062,IN
403-2520310-0145124,Expedited,BENGALURU,KARNATAKA,560062,IN
408-1769132-9717147,Standard,BENGALURU,KARNATAKA,560102,IN
405-4680319-1589148,Expedited,BHADOHI,UTTAR PRADESH,221401,IN
403-0798759-8089147,Standard,RAIPUR,CHHATTISGARH,492010,IN
403-0601266-5692353,Expedited,RAIPUR,CHHATTISGARH,492010,IN
403-4321070-3594700,Expedited,COIMBATORE,TAMIL NADU,641042,IN
403-2860411-2217123,Expedited,COIMBATORE,TAMIL NADU,641042,IN
406-8125112-9624306,Expedited,NAVI MUMBAI,MAHARASHTRA,410206,IN
171-1515205-1757962,Expedited,"Vikas Puri, F block",New Delhi,110018,IN
407-8414019-8236328,Expedited,MUMBAI,MAHARASHTRA,400066,IN
171-2284132-0988333,Expedited,MUMBAI,MAHARASHTRA,400095,IN
403-7338821-8398729,Expedited,INDORE,MADHYA PRADESH,452014,IN
406-4131667-9673907,Standard,New delhi,DELHI,110005,IN
406-3715559-2294734,Expedited,New delhi,DELHI,110005,IN
402-9601707-1033953,Expedited,NAVELIM,GOA,403707,IN
408-9624882-0399566,Expedited,MUMBAI,MAHARASHTRA,400017,IN
405-9801726-7746715,Expedited,KURNOOL,ANDHRA PRADESH,518003,IN
171-5849483-9884358,Expedited,Nalasopara east,MAHARASHTRA,401209,IN
403-0054813-3032376,Expedited,GURUGRAM,HARYANA,122004,IN
402-2925106-7911538,Expedited,ALLAHABAD,UTTAR PRADESH,211002,IN
404-9885491-4154710,Expedited,AMBUR,TAMIL NADU,635802,IN
406-0362344-8158707,Expedited,MANNARKAD I,KERALA,678598,IN
408-4192575-6081108,Expedited,MUMBAI,MAHARASHTRA,400065,IN
171-4548505-7344331,Expedited,SIROHI,RAJASTHAN,307001,IN
402-2948343-0475555,Standard,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416416,IN
406-6538480-0715536,Expedited,CHENNAI,TAMIL NADU,600116,IN
408-0360072-1553115,Expedited,PATHANAMTHITTA,KERALA,689549,IN
406-1410281-2846723,Expedited,VELLORE,TAMIL NADU,632014,IN
408-2564614-1966713,Expedited,BERHAMPUR,ODISHA,760004,IN
402-9836120-8776312,Expedited,KOLHAPUR,MAHARASHTRA,416001,IN
402-6496753-3912359,Expedited,HYDERABAD,TELANGANA,500085,IN
171-4775345-0173103,Expedited,KOLKATA,WEST BENGAL,700008,IN
408-5125482-6957109,Standard,Dombivli west,MAHARASHTRA,421202,IN
171-5069762-9409908,Expedited,MULLANPUR GARIB DASS,PUNJAB,140901,IN
408-3685379-2998766,Expedited,NEW DELHI,DELHI,110017,IN
402-2255760-5806735,Expedited,HYDERABAD,TELANGANA,500023,IN
171-9126609-4760341,Expedited,THIRUVANANTHAPURAM,KERALA,695581,IN
402-3966089-9629142,Expedited,MUMBAI,MAHARASHTRA,400075,IN
406-8830613-7658714,Expedited,ROHA ASHTAMI,MAHARASHTRA,402109,IN
402-1707096-7292357,Expedited,"Kanuvai, coimbatore",TAMIL NADU,641108,IN
407-3601190-2755551,Expedited,MUMBAI,MAHARASHTRA,400081,IN
405-3074500-2209938,Expedited,hoshiarpur,PUNJAB,146001,IN
406-7733170-8231523,Standard,CHAMBA,HIMACHAL PRADESH,176310,IN
406-4241615-7021122,Expedited,CHAMBA,HIMACHAL PRADESH,176310,IN
407-9445286-9535537,Standard,INDORE,MADHYA PRADESH,452010,IN
407-6391780-4960341,Expedited,KOTTAYAM,KERALA,686576,IN
406-2493222-7137960,Expedited,NOIDA,UTTAR PRADESH,201304,IN
405-2067681-5753950,Standard,Mumbai,MAHARASHTRA,400079,IN
405-1328999-9652312,Expedited,Mumbai,MAHARASHTRA,400079,IN
407-6340459-3445134,Expedited,BALLARI,KARNATAKA,583104,IN
406-4728275-3556337,Expedited,COIMBATORE,TAMIL NADU,641004,IN
406-3458143-3097108,Standard,COIMBATORE,TAMIL NADU,641004,IN
406-6178057-6980353,Standard,PUNE,MAHARASHTRA,411057,IN
404-1595244-4404337,Expedited,HYDERABAD,TELANGANA,500018,IN
171-5077481-7019503,Expedited,BENGALURU,KARNATAKA,560068,IN
402-3958885-1321965,Expedited,Addanki,ANDHRA PRADESH,523201,IN
408-9807808-8133935,Expedited,AKOLA,MAHARASHTRA,444001,IN
402-7492717-1869937,Expedited,COIMBATORE,TAMIL NADU,641030,IN
402-7071077-0587549,Expedited,COIMBATORE,TAMIL NADU,641030,IN
402-4283710-2449114,Expedited,PUNE,MAHARASHTRA,411045,IN
171-4328840-1391568,Expedited,AHMEDABAD,Gujarat,380002,IN
407-4197977-4546720,Expedited,GURUGRAM,HARYANA,122505,IN
404-4853794-2393915,Expedited,PUNE,MAHARASHTRA,412207,IN
404-0167012-7961110,Standard,PUNE,MAHARASHTRA,411002,IN
403-0977758-3365121,Expedited,Ambarnath (west),MAHARASHTRA,421505,IN
404-6826297-5889931,Standard,MANGALURU,KARNATAKA,575006,IN
402-0346097-3559573,Standard,COIMBATORE,TAMIL NADU,641035,IN
171-2028969-7324347,Expedited,Dombivli,MAHARASHTRA,421201,IN
406-9296957-8789946,Expedited,SRINIVASPUR,KARNATAKA,563135,IN
408-1011852-5742709,Expedited,UTHAMAPALAYAM,TAMIL NADU,625533,IN
405-8806803-0432331,Expedited,CHENNAI,TAMIL NADU,600037,IN
405-9201140-7041159,Expedited,BENGALURU,KARNATAKA,560097,IN
405-3058260-2571502,Standard,BENGALURU,KARNATAKA,560097,IN
402-6014296-8317914,Expedited,HYDERABAD,TELANGANA,500023,IN
402-7626029-3253940,Expedited,BENGALURU,KARNATAKA,560100,IN
171-1380353-7713120,Standard,PIMPRI CHINCHWAD,MAHARASHTRA,411033,IN
405-0594456-6853121,Standard,CHENNAI,TAMIL NADU,600054,IN
402-9330951-4209947,Expedited,HYDERABAD,TELANGANA,500072,IN
406-8999267-3516338,Expedited,HYDERABAD,TELANGANA,500054,IN
402-8415187-9261902,Expedited,CHENNAI,TAMIL NADU,600117,IN
402-5488225-3036339,Expedited,CHENNAI,TAMIL NADU,600117,IN
402-8878376-2381132,Expedited,HYDERABAD,TELANGANA,500008,IN
171-9777055-0812332,Expedited,BENGALURU,KARNATAKA,560060,IN
171-3997355-9273937,Standard,NAJIBABAD,UTTAR PRADESH,246763,IN
407-1946558-4169920,Expedited,MEDINIPUR,WEST BENGAL,721101,IN
404-9564787-5369132,Expedited,PUNE,MAHARASHTRA,411040,IN
404-8718860-8022740,Expedited,PUNE,MAHARASHTRA,411040,IN
403-6161656-2685153,Expedited,TIRUVALLUR,TAMIL NADU,600051,IN
406-9613662-0291559,Expedited,"Thilaspet,Puducherry",PUDUCHERRY,605009,IN
171-5000505-7716315,Expedited,LUCKNOW,UTTAR PRADESH,226003,IN
406-7455297-5730735,Expedited,HYDERABAD,TELANGANA,500089,IN
404-1711978-6710759,Expedited,MUMBAI,MAHARASHTRA,400060,IN
408-2647229-3692326,Standard,CHHINDWARA,MADHYA PRADESH,480001,IN
171-3377140-9623544,Expedited,PUNE,MAHARASHTRA,411008,IN
405-3956242-7685954,Expedited,THANE,MAHARASHTRA,400601,IN
406-2132403-1222715,Standard,MUMBAI,MAHARASHTRA,400061,IN
406-3607850-6333143,Expedited,CHENNAI,TAMIL NADU,600097,IN
404-3969353-6176316,Expedited,AHMEDABAD,Gujarat,382418,IN
404-4062184-0285958,Standard,MEDHA,MAHARASHTRA,415012,IN
402-4199738-4993111,Expedited,MUMBAI,MAHARASHTRA,400103,IN
406-7802444-0524334,Expedited,BENGALURU,KARNATAKA,560098,IN
171-8148880-8073140,Expedited,PUNE,MAHARASHTRA,411008,IN
407-3139570-7793123,Expedited,PUNE,MAHARASHTRA,412207,IN
403-4876224-5519568,Expedited,SURAT,Gujarat,395009,IN
407-0135987-4002732,Standard,Mumbai,MAHARASHTRA,400076,IN
403-9279178-1863560,Expedited,SURAT,Gujarat,395009,IN
406-5466445-3711561,Standard,NEW DELHI,DELHI,110018,IN
408-9296221-0431532,Expedited,NAVI MUMBAI,MAHARASHTRA,400706,IN
171-0214886-7897148,Expedited,HYDERABAD,TELANGANA,502325,IN
408-9996597-8580301,Expedited,THANE,MAHARASHTRA,400602,IN
403-3492468-4923540,Expedited,MUMBAI,MAHARASHTRA,400065,IN
171-4776297-3518717,Expedited,VISAKHAPATNAM,ANDHRA PRADESH,530026,IN
405-0088907-1073102,Expedited,HYDERABAD,TELANGANA,500049,IN
406-6075258-2572356,Expedited,MUMBAI,MAHARASHTRA,400066,IN
408-5267678-7650704,Expedited,CHENNAI,TAMIL NADU,600024,IN
408-3961136-9408300,Expedited,CHENNAI,TAMIL NADU,600056,IN
402-9207493-2810765,Expedited,GUMLA,JHARKHAND,835207,IN
408-7859202-8033162,Expedited,NEW DELHI,DELHI,110096,IN
407-5328940-8513128,Standard,NEW DELHI,DELHI,110071,IN
408-3623263-7723536,Expedited,CHENNAI,TAMIL NADU,600024,IN
408-4712119-7141952,Expedited,KALAMASSERY,KERALA,682030,IN
405-4771565-0700349,Expedited,PUNE,MAHARASHTRA,411045,IN
405-8143983-9977159,Standard,KOTTARAKKARA,KERALA,691512,IN
406-0139760-4594775,Expedited,BENGALURU,KARNATAKA,560099,IN
404-5550792-7610758,Expedited,THANE,MAHARASHTRA,400607,IN
403-0546093-4009130,Expedited,Leh,LADAKH,194101,IN
405-5266190-2578723,Expedited,KANPUR,UTTAR PRADESH,208007,IN
402-6819860-9975548,Expedited,BENGALURU,KARNATAKA,560094,IN
406-1430610-2602736,Expedited,HYDERABAD,TELANGANA,500018,IN
171-7177761-5022703,Expedited,JAUNPUR,UTTAR PRADESH,222138,IN
406-5328067-0862734,Expedited,OZAR,MAHARASHTRA,422207,IN
407-9621366-2981923,Expedited,COIMBATORE,TAMIL NADU,641034,IN
407-2996789-1189162,Expedited,New Delhi,DELHI,110070,IN
403-3385148-2081904,Standard,BENGALURU,KARNATAKA,560099,IN
402-1190534-6466707,Expedited,BANSWARA,RAJASTHAN,327023,IN
408-8369246-7448358,Standard,BENGALURU,KARNATAKA,560030,IN
171-6777865-5137937,Standard,MUMBAI,MAHARASHTRA,400019,IN
408-4320718-6785144,Standard,BENGALURU,KARNATAKA,560061,IN
407-0353968-2478729,Standard,JALANDHAR,PUNJAB,144005,IN
405-9267478-6717129,Standard,THANE,MAHARASHTRA,401107,IN
406-1342369-0829115,Standard,HYDERABAD,TELANGANA,500032,IN
407-9876140-0596311,Expedited,KOCHI,KERALA,682013,IN
405-2371439-6712368,Expedited,BENGALURU,KARNATAKA,560078,IN
408-4678448-9149120,Expedited,AHMEDABAD,Gujarat,380058,IN
403-0624805-2098760,Standard,NEW DELHI,DELHI,110063,IN
404-3318808-6908318,Expedited,GURUGRAM,HARYANA,122003,IN
406-3869304-0497138,Expedited,SRIKAKULAM,ANDHRA PRADESH,532201,IN
407-2780758-3154703,Expedited,BENGALURU,KARNATAKA,560097,IN
406-9308418-1659553,Standard,KANCHIPURAM,TAMIL NADU,600061,IN
402-8644188-7346709,Expedited,NEW DELHI,DELHI,110067,IN
402-6972668-0029900,Expedited,NEW DELHI,DELHI,110067,IN
402-3472848-4253933,Standard,NEW DELHI,DELHI,110067,IN
408-2074542-5223531,Expedited,NOIDA,UTTAR PRADESH,201301,IN
408-8011974-3787554,Standard,KOZHIKODE,KERALA,673001,IN
404-4085414-0651518,Expedited,VIJAYAWADA,ANDHRA PRADESH,521108,IN
408-7892412-9026763,Expedited,TIRUPATI,ANDHRA PRADESH,517501,IN
408-8947284-2168331,Expedited,BENGALURU,KARNATAKA,560036,IN
404-4582584-1401142,Standard,BENGALURU,KARNATAKA,560027,IN
408-5197779-3878768,Standard,AYACODE,TAMIL NADU,629161,IN
408-5761695-3785916,Expedited,SATHYAMANGALAM,TAMIL NADU,638401,IN
402-4784548-8280324,Expedited,ROHTAK,HARYANA,124001,IN
405-1651894-0501924,Expedited,PUNE,MAHARASHTRA,411041,IN
406-9953504-1165149,Expedited,BENGALURU,KARNATAKA,560083,IN
408-6490646-2693134,Expedited,Bangalore,KARNATAKA,560039,IN
406-0399449-2124362,Expedited,BENGALURU,KARNATAKA,560077,IN
406-0157564-8087556,Expedited,MUMBAI,MAHARASHTRA,400077,IN
171-6451565-1977959,Standard,BENGALURU,KARNATAKA,560034,IN
407-0002444-5203506,Expedited,Vadodara,Gujarat,390007,IN
404-6311348-1030701,Expedited,MUMBAI,MAHARASHTRA,400053,IN
407-1572259-4492344,Expedited,NAGPUR,MAHARASHTRA,440016,IN
402-8038370-1545945,Standard,NAVI MUMBAI,MAHARASHTRA,410206,IN
407-6160066-3537108,Expedited,PUNE,MAHARASHTRA,411038,IN
406-5474596-3737907,Expedited,CUTTACK,ODISHA,754032,IN
171-9597668-6477956,Expedited,NEW DELHI,DELHI,110017,IN
171-4149852-7386719,Standard,NEW DELHI,DELHI,110017,IN
403-2815399-4483522,Standard,YEOLA,MAHARASHTRA,423401,IN
171-7072459-3676362,Standard,FEROZEPUR,PUNJAB,152001,IN
404-8300480-2087502,Expedited,VISAKHAPATNAM,ANDHRA PRADESH,530002,IN
402-6232678-3040307,Expedited,NAVI MUMBAI,MAHARASHTRA,410206,IN
407-3690523-3781120,Expedited,HYDERABAD,TELANGANA,500018,IN
407-9881858-8588321,Standard,SHIMLA,HIMACHAL PRADESH,171005,IN
406-4542135-7193122,Expedited,CUTTACK,ODISHA,754032,IN
403-6853897-6970710,Expedited,KOCHI,KERALA,682508,IN
404-7919699-6214715,Expedited,GURUGRAM,HARYANA,122018,IN
404-7166196-9928348,Expedited,THANJAVUR,TAMIL NADU,613004,IN
402-7998608-8315512,Expedited,KOLKATA,WEST BENGAL,700047,IN
408-8501534-1155569,Expedited,GORAKHPUR,UTTAR PRADESH,273013,IN
402-5216575-8852320,Expedited,Panaji,GOA,403002,IN
406-6713744-7163544,Expedited,MUMBAI,MAHARASHTRA,400077,IN
406-9992372-1329112,Expedited,CHENNAI,TAMIL NADU,600116,IN
402-4407042-7308360,Expedited,hyderabad,TELANGANA,500013,IN
404-7140262-8323517,Expedited,COIMBATORE,TAMIL NADU,641025,IN
402-9346847-0125909,Expedited,hyderabad,TELANGANA,500013,IN
404-6485083-9229124,Expedited,udupi,KARNATAKA,576101,IN
403-8039368-3302703,Expedited,THANE,MAHARASHTRA,401107,IN
405-2194871-3499551,Expedited,GHAZIABAD,UTTAR PRADESH,201014,IN
402-2483981-0194719,Expedited,PUNE,MAHARASHTRA,411046,IN
405-9529194-0353152,Standard,NEW DELHI,DELHI,110075,IN
406-6166525-8955534,Expedited,SRIKALAHASTI,ANDHRA PRADESH,517644,IN
171-6839233-4824333,Expedited,GHAZIABAD,UTTAR PRADESH,201014,IN
405-2585391-5646715,Expedited,CHENNAI,TAMIL NADU,600033,IN
402-3171142-3585106,Expedited,MUMBAI,MAHARASHTRA,400050,IN
404-9552056-6445929,Expedited,BAHADURGARH,HARYANA,124507,IN
404-7622165-6497910,Standard,BAHADURGARH,HARYANA,124507,IN
403-0973009-1782708,Standard,SALEM,TAMIL NADU,636007,IN
403-2191423-3250764,Expedited,CHENNAI,TAMIL NADU,600038,IN
408-6355340-9264317,Expedited,HYDERABAD,TELANGANA,500055,IN
406-4719139-0909143,Expedited,Lucknow,UTTAR PRADESH,226016,IN
171-1632584-2688322,Expedited,KOTA,RAJASTHAN,324008,IN
407-9017014-0996321,Expedited,NELLORE,ANDHRA PRADESH,524001,IN
171-9191717-3471518,Standard,BIJNOR,UTTAR PRADESH,246701,IN
408-8046774-4239565,Expedited,CHENNAI,TAMIL NADU,600123,IN
402-9544918-0425939,Expedited,GUMLA,JHARKHAND,835207,IN
171-6918198-6683545,Expedited,MADURAI,TAMIL NADU,625020,IN
171-3280968-6658726,Expedited,CHENNAI,TAMIL NADU,600034,IN
403-7514220-3194705,Standard,KURNOOL,ANDHRA PRADESH,518002,IN
406-7503413-2129942,Expedited,MUMBAI,MAHARASHTRA,400064,IN
171-3087720-4810739,Expedited,BENGALURU,KARNATAKA,560103,IN
403-4937188-6697921,Standard,CHITTOOR,ANDHRA PRADESH,517193,IN
404-5551481-8387563,Expedited,BENGALURU,KARNATAKA,560022,IN
171-0806000-3403505,Expedited,NASHIK,MAHARASHTRA,422101,IN
403-2667543-0717141,Standard,OSMANABAD,MAHARASHTRA,413501,IN
408-0360911-3491541,Expedited,PRAYAGRAJ,UTTAR PRADESH,230304,IN
404-8088718-8826733,Standard,PALWAL,HARYANA,121102,IN
406-1690198-7947507,Expedited,NEW DELHI,DELHI,110087,IN
408-6927394-8577145,Standard,MUMBAI,MAHARASHTRA,400026,IN
403-8635527-8669959,Expedited,CHENNAI,TAMIL NADU,600068,IN
406-1835133-0278755,Expedited,Modinagar,UTTAR PRADESH,201204,IN
408-8518443-1247554,Expedited,PRAYAGRAJ,UTTAR PRADESH,230304,IN
171-0031114-0715560,Standard,MUMBAI,MAHARASHTRA,400093,IN
171-5031226-1299538,Standard,NEW DELHI,DELHI,110085,IN
407-1104744-3242754,Expedited,PURI,ODISHA,752002,IN
406-6010238-2841911,Expedited,BANGARAPEt,KARNATAKA,563115,IN
405-9938038-0390742,Standard,MUMBAI,MAHARASHTRA,400026,IN
406-7599595-0574729,Expedited,Bhubaneswar,ODISHA,751012,IN
408-7997188-1978746,Standard,Kapadvanj,Gujarat,387650,IN
408-8455522-4385147,Expedited,Madurai,TAMIL NADU,625702,IN
404-7018878-2443501,Expedited,BENGALURU,KARNATAKA,560024,IN
402-4682379-9372322,Expedited,SHIRDI,MAHARASHTRA,423109,IN
171-1902389-2808365,Expedited,Bengaluru,KARNATAKA,560049,IN
403-9157776-4133926,Expedited,NEW DELHI,DELHI,110021,IN
402-5751623-3645138,Expedited,AGRA,UTTAR PRADESH,282010,IN
402-7590690-9689964,Expedited,VARANASI,UTTAR PRADESH,221007,IN
407-0606386-9742745,Expedited,NEW DELHI,DELHI,110033,IN
405-6972202-5382719,Standard,NEW DELHI,DELHI,110059,IN
405-7737928-5785955,Expedited,THIRUVANANTHAPURAM,KERALA,695008,IN
404-7033202-0417917,Expedited,ROORKEE,UTTARAKHAND,247667,IN
171-0756626-3385117,Expedited,Ahmedabad,Gujarat,382424,IN
171-2036940-8783553,Standard,RAXAUL BAZAR,BIHAR,845305,IN
402-0545256-6593925,Expedited,BENGALURU,KARNATAKA,560087,IN
404-7097229-8194723,Expedited,VARKALA,KERALA,695141,IN
403-6754999-9147500,Standard,SALEM,TAMIL NADU,636007,IN
403-3258880-3503564,Expedited,NEW DELHI,DELHI,110064,IN
408-0632259-3345106,Standard,"Polur,Thiruvannamalai district",TAMIL NADU,606803,IN
407-2658987-8690725,Expedited,MUMBAI,MAHARASHTRA,400028,IN
171-5171411-5060343,Expedited,BENGALURU,KARNATAKA,560032,IN
404-8356696-2840316,Expedited,KANCHIPURAM,TAMIL NADU,600075,IN
405-9239978-1554723,Expedited,HYDERABAD,TELANGANA,500083,IN
404-2315817-0273132,Expedited,BENGALURU,KARNATAKA,560035,IN
407-3972689-2520324,Expedited,MUMBAI,MAHARASHTRA,400028,IN
404-0561885-6432328,Expedited,MUTTAYYAPURAM,TAMIL NADU,628005,IN
171-3176169-8827545,Expedited,GUWAHATI,ASSAM,781005,IN
403-9652289-7114734,Expedited,NEW DELHI,DELHI,110064,IN
402-9604700-4714763,Expedited,"Chinnakalapet, Puducherry",PUDUCHERRY,605014,IN
171-6224450-3965913,Expedited,BAGESHWAR,UTTARAKHAND,263642,IN
405-3720510-0390718,Expedited,BHAWAN BAHADUR NAGAR,UTTAR PRADESH,245402,IN
171-0182247-6199543,Standard,JAIPUR,RAJASTHAN,302020,IN
405-9803197-8896339,Expedited,NEW DELHI,DELHI,110007,IN
406-0732113-2978747,Expedited,HYDERABAD,TELANGANA,500008,IN
171-9029137-1210716,Expedited,NASHIK,MAHARASHTRA,422009,IN
405-8849711-6903530,Expedited,VALLABHNAGAR PIMPRI,MAHARASHTRA,411018,IN
405-7128885-8524328,Expedited,PEDDAPALLE,TELANGANA,505172,IN
404-9534128-1629962,Standard,VARKALA,KERALA,695141,IN
408-2304014-2977935,Expedited,KATOL,MAHARASHTRA,441302,IN
405-3717474-1925131,Expedited,VALLABHNAGAR PIMPRI,MAHARASHTRA,411018,IN
404-3570117-5009168,Expedited,POTHIA,BIHAR,855117,IN
408-2179842-8214702,Expedited,Patna,BIHAR,800023,IN
402-4506047-9021150,Expedited,BENGALURU,KARNATAKA,560068,IN
408-6642460-2224300,Standard,SONIPAT,HARYANA,131001,IN
408-3762784-0613953,Expedited,MYSURU,KARNATAKA,570004,IN
171-0031235-3897920,Expedited,SIROHI,RAJASTHAN,307001,IN
403-1373978-3189137,Expedited,CHENNAI,TAMIL NADU,600044,IN
406-0806670-6792339,Expedited,BENGALURU,KARNATAKA,560043,IN
402-4906442-5672359,Expedited,GUWAHATI,ASSAM,781017,IN
408-2588463-2990742,Expedited,MUMBAI,MAHARASHTRA,400102,IN
405-6183530-5750744,Expedited,HYDERABAD,TELANGANA,500090,IN
403-0978472-8139563,Standard,HYDERABAD,TELANGANA,500048,IN
405-6905499-0396329,Standard,BENGALURU,KARNATAKA,560068,IN
403-8417507-3802743,Expedited,ERNAKULAM,KERALA,682017,IN
171-9798863-0757922,Standard,BELAGAVI,KARNATAKA,590010,IN
404-9258690-9608342,Expedited,GURUGRAM,HARYANA,122001,IN
171-2008013-6549931,Expedited,KANHANGAD,KERALA,671531,IN
403-1356736-6463564,Expedited,PANCHKULA,HARYANA,134109,IN
171-9318153-8360335,Expedited,Bengaluru,KARNATAKA,560043,IN
408-3645430-1611568,Expedited,Mumbai,MAHARASHTRA,400053,IN
402-6888176-9276363,Expedited,GURUGRAM,HARYANA,122011,IN
407-0285429-5065978,Standard,BENGALURU,KARNATAKA,560037,IN
403-2971610-4597927,Expedited,BENGALURU,KARNATAKA,560048,IN
404-4562773-2212351,Expedited,COIMBATORE,TAMIL NADU,641006,IN
402-6474532-0012327,Expedited,Pattambi,KERALA,679303,IN
408-3493120-7971553,Expedited,THANE,MAHARASHTRA,400607,IN
406-5311576-6444338,Standard,BANGALORE,KARNATAKA,560036,IN
403-9752412-1657137,Standard,Vadodara,Gujarat,390013,IN
405-4784542-8994715,Expedited,HYDERABAD,TELANGANA,500055,IN
403-9407709-7189131,Expedited,Mumbai,MAHARASHTRA,400102,IN
404-4684525-6613106,Expedited,Noida,UTTAR PRADESH,203207,IN
402-1562914-5118702,Expedited,BENGALURU,KARNATAKA,560062,IN
403-4676647-9941905,Expedited,BAREILLY,UTTAR PRADESH,243001,IN
408-4185603-0986752,Expedited,HYDERABAD,TELANGANA,500090,IN
402-8675186-4717138,Expedited,Gurgoan,HARYANA,122101,IN
402-6932704-5336352,Expedited,DIDWANA,RAJASTHAN,341303,IN
408-9264711-9269920,Expedited,KALAMASSERY,KERALA,682024,IN
407-9504022-1201913,Expedited,new delhi,DELHI,110059,IN
404-1719637-6458710,Expedited,Trivandrum,KERALA,695020,IN
408-5478095-3338703,Expedited,HYDERABAD,TELANGANA,500090,IN
408-7737881-4567550,Standard,ERNAKULAM District,KERALA,686667,IN
403-2455641-3818751,Expedited,HYDERABAD,TELANGANA,500072,IN
402-9417049-6403503,Expedited,GHAZIABAD,UTTAR PRADESH,201005,IN
403-2848032-8889162,Expedited,CHENNAI,TAMIL NADU,600119,IN
405-1157485-1197966,Expedited,GUWAHATI,ASSAM,781006,IN
407-0455275-0833968,Expedited,THANE,MAHARASHTRA,401107,IN
404-8414165-9386733,Expedited,BHAVNAGAR,Gujarat,364002,IN
407-7641951-6179553,Standard,Bangalore,KARNATAKA,560076,IN
407-9031257-2154706,Expedited,KOCHI,KERALA,682005,IN
408-2013589-5072366,Expedited,Bengaluru,KARNATAKA,560035,IN
171-4123934-5324351,Standard,HYDERABAD,TELANGANA,500045,IN
408-7803976-0141159,Expedited,THANE,MAHARASHTRA,401105,IN
405-4976691-0429937,Expedited,Bengaluru,KARNATAKA,560047,IN
171-3221881-8758768,Expedited,KOCHI,KERALA,682006,IN
404-8839677-3641122,Expedited,Bengaluru,KARNATAKA,560043,IN
403-0550567-0254764,Expedited,VASAI VIRAR,MAHARASHTRA,401203,IN
403-3902612-4539511,Standard,GORAKHPUR,UTTAR PRADESH,273004,IN
405-5939068-8807555,Expedited,BENGALURU,KARNATAKA,560017,IN
404-8712854-8699567,Expedited,JHARSUGUDA,ODISHA,768203,IN
406-6257707-1654733,Expedited,Thane,MAHARASHTRA,400610,IN
403-4413036-9897910,Expedited,BHUBANESWAR,ODISHA,751001,IN
