SKU,Style,Category,Size,Color,Inventory
BTM031-NP-L,BTM031,Bottom,L,Brown,43
JNE3870-DR-M,JNE3870,Western Dress,M,Orange,4
JNE3616-KR-XL,JNE3616,kurta,XL,Maroon,4
JNE3651-TP-N-XS,JNE3651,Top,XS,,0
J0143-SET-A-XXL,J0143,Set,XXL,,0
J0243-DR-L,J0243,Ethnic Dress,L,OFF WHITE,2
J0203-TP-L,J0203,Top,L,Green,2
JNE3549-KR-XXL,JNE3549,kurta,XXL,Maroon,8
JNE3766-KR-XXXL,JNE3766,kurta,3XL,Grey,13
JNE3464-KR-L,JNE3464,kurta,L,,0
JNE3691-TU-S,JNE3691,Top,S,Maroon,6
J0037-KR-XXL,J0037,kurta,XXL,Sky Blue,7
J0109-SKD-L,J0109,Set,L,Black,5
SET329-KR-NP-XL,SET329,Set,XL,Peach,196
J0329-KR-XXL,J0329,kurta,XXL,Yellow,6
J0372-SKD-S,J0372,Set,S,Mustard,39
SET188-KR-NP-L,SET188,Set,L,Pink,30
SET343-KR-NP-XXXL,SET343,Set,3XL,OFF WHITE,4
JNE3791-DR-XS,JNE3791,Ethnic Dress,XS,Light Green,17
MEN5023-KR-XXL,MEN5023,kurta,XXL,Blue,3
JNE3803-KR-XXXL,JNE3803,kurta,3XL,Pink,74
SET392-KR-NP-XXL,SET392,Set,XXL,Peach,2
NW002-TP-PJ-M,NW002,Set,M,Turquoise Blue,25
NW030-TP-PJ-M,NW030,Set,M,Light Pink,2
SET282-KR-PP-S,SET282,Set,S,Yellow,14
J0118-TP-L,J0118,Top,L,Red,78
NW009-ST-CP-XS,NW009,Set,XS,Turquoise,16
JNE3473-KR-L,JNE3473,kurta,L,Light Green,46
JNE1233-BLUE-KR-031-XXL,JNE1233,kurta,XXL,Blue,49
J0215-BL-XL,J0215,Blouse,XL,Blue,28
SAR152,SAR152,Saree,Free,Pink,16
J0330-KR-XXL,J0330,kurta,XXL,Blue,24
JNE3662-TP-S,JNE3662,Top,S,Peach,4
MEN5010-KR-L,MEN5010,kurta,L,Blue,2
JNE3690-TU-XXXL,JNE3690,Top,3XL,Maroon,6
JNE3439-KR-XL,JNE3439,kurta,XL,Blue,49
MEN5013-KR-M,MEN5013,kurta,M,Maroon,5
J0057-DR-S,J0057,Ethnic Dress,S,Green,4
J0027-SET-XS,J0027,Set,XS,Turquoise Green,0
SET306-KR-PP-XL,SET306,Set,XL,Green,77
JNE3727-KR-M,JNE3727,kurta,M,Blue,22
JNE3544-KR-S,JNE3544,kurta,S,Green,2
SAR029,SAR029,Saree,Free,Brown,3
J0164-DR-XL,J0164,Ethnic Dress,XL,Orange,6
SET199-KR-NP-M,SET199,Set,M,Peach,44
J0375-SKD-XXXL,J0375,Set,3XL,Cream,19
J0106-KR-XXXL,J0106,Western Dress,3XL,OFF WHITE,3
SET131-KR-NP-XXXL,SET131,Set,3XL,Blue,10
J0395-DR-XL,J0395,Western Dress,XL,Teal,2
J0181-TP-L,J0181,Top,L,Pink,3
SET338-KR-NP-M,SET338,Set,M,Maroon,13
J0005-DR-B-M,J0005,Western Dress,M,,0
J0020-SET-XS,J0020,Set,XS,Yellow,11
J0033-KR-S,J0033,kurta,S,LEMON ,9
JNE3726-KR-XL,JNE3726,kurta,XL,Turquoise,5
JNE3792-KR-XS,JNE3792,kurta,XS,Green,28
JNE3485-KR-M,JNE3485,kurta,M,Grey,80
SET075-KR-DH-XXL,SET075,Set,XXL,Pink,0
JNE2145-KR-A-XL,JNE2145,kurta,XL,,0
SET265-KR-NP-XXL,SET265,Set,XXL,Pink,14
MEN5014-KR-XL,MEN5014,kurta,XL,Orange,14
JNE3805-KR-M,JNE3805,kurta,M,Green,89
JNE3564-KR-XXXL,JNE3564,kurta,3XL,Black,12
SET358-KR-NP-XL,SET358,Set,XL,Green,1
JNE2132-KR-398-XS,JNE2132,kurta,XS,Pink,1
JNE3658-TP-L,JNE3658,Top,L,White,6
JNE3834-KR-L,JNE3834,kurta,L,Orange,49
SET130-KR-NP-XXXL,SET130,Set,3XL,Magenta,7
SET299-KR-PP-M,SET299,Set,M,Blue,46
SET218-KR-NP-XXL,SET218,Set,XXL,Sky Blue,10
SET116-KR-NP-XL,SET116,Set,XL,Yellow,3
JNE3803-KR-XL,JNE3803,kurta,XL,Pink,9
JNE3709-DR-XL,JNE3709,Western Dress,XL,Mustard,3
SET272-KR-PP-M,SET272,Set,M,Mustard,8
JNE3706-DR-M,JNE3706,Western Dress,M,Cream,3
JNE3710-DR-S,JNE3710,Western Dress,S,Blue,5
J0195-TP-XL,J0195,Top,XL,Maroon,20
J0152-DR-XXL,J0152,Western Dress,XXL,Blue,2
JNE3804-KR-XS,JNE3804,kurta,XS,Grey,28
JNE3704-KR-L,JNE3704,kurta,L,Brown,19
SET055-KR-NP-XXXL,SET055,Set,3XL,Pink,69
NW015-TP-PJ-S,NW015,Set,S,Grey,20
SET130-KR-NP-S,SET130,Set,S,Magenta,43
J0153-DR-XXXL,J0153,Western Dress,3XL,Green,3
JNE2100-KR-144-XXL,JNE2100,kurta,XXL,Teal,8
SET100-KR-PP-XXL,SET100,Set,XXL,Light Green,2
JNE3891-TP-M,JNE3891,Top,M,Light Green,57
JNE3720-KR-XXL,JNE3720,kurta,XXL,Navy Blue,133
JNE3638-KR-S,JNE3638,kurta,S,Orange,28
JNE3749-KR-M,JNE3749,kurta,M,Blue,2
J0135-SET-XS,J0135,Set,XS,Green,2
SET004-KR-SP-A-XS,SET004,Set,XS,,0
SET094-KR-NP-XXL,SET094,Set,XXL,Turquoise Green,58
JNE3726-KR-XXXL,JNE3726,kurta,3XL,Turquoise,2
JNE3391-KR-XXXL,JNE3391,kurta,3XL,Pink,3
MEN5007-KR-XL,MEN5007,kurta,XL,Blue,30
J0307-TP-XS,J0307,Top,XS,Multicolor,2
J0243-DR-XS,J0243,Ethnic Dress,XS,OFF WHITE,31
MEN5015-KR-XL,MEN5015,kurta,XL,Pink,16
JNE3675-TU-L,JNE3675,Top,L,Pink,37
JNE3252-KR-S,JNE3252,kurta,S,Pink,8
JNE3768-KR-XXL,JNE3768,kurta,XXL,Peach,15
SET300-KR-NP-XXL,SET300,Set,XXL,CORAL,24
JNE3225-KR-S,JNE3225,kurta,S,Light Blue,3
SET410-KR-NP-XL,SET410,Set,XL,Green,31
BTM037-PP-XL,BTM037,Bottom,XL,Teal,3
J0390-TP-XXL,J0390,Top,XXL,Mauve,4
J0392-TP-XL,J0392,Top,XL,Rust,30
JNE3426-KR-XS,JNE3426,kurta,XS,Turquoise,4
JNE2265-KR-501-S,JNE2265,kurta,S,Purple,5
JNE3313-KR-A-M,JNE3313,kurta,M,,0
SET128-KR-DH-M,SET128,Set,M,Beige,10
SET303-KR-NP-XS,SET303,Set,XS,Teal,47
SET230-KR-PP-XS,SET230,Set,XS,Blue,23
J0217-BL-M,J0217,Blouse,M,Purple,24
SET253-KR-NP-S,SET253,Set,S,Black,26
JNE1234-MULTI-KR-032-XXL,JNE1234,kurta,XXL,Multicolor,32
J0342-TP-S,J0342,Top,S,Blue,151
JNE3904-DR-XXL,JNE3904,Western Dress,XXL,Light Pink,12
SET410-KR-NP-XXXL,SET410,Set,3XL,Green,36
J0251-SKD-XXXL,J0251,Set,3XL,Mustard,35
JNE3547-KR-XL,JNE3547,kurta,XL,Turquoise Blue,66
JNE3389-KR-XL,JNE3389,kurta,XL,Blue,4
J0119-TP-XS,J0119,Top,XS,Mustard,34
J0211-DR-M,J0211,Ethnic Dress,M,Maroon,14
SET289-KR-NP-S,SET289,Set,S,Maroon,26
J0240-SKD-XXXL,J0240,Set,3XL,OFF WHITE,10
JNE3817-KR-XS,JNE3817,kurta,XS,Cream,4
JNE3802-KR-XS,JNE3802,kurta,XS,Orange,46
JNE3160-KR-XL,JNE3160,kurta,XL,White,30
BL103-XXL,BL103,Blouse,XXL,Maroon,4
JNE3412-KR-XXXL,JNE3412,kurta,3XL,Olive,4
JNE3615-KR-L,JNE3615,kurta,L,Navy Blue,91
JNE3928-KR-S,JNE3928,kurta,S,OFF WHITE,4
JNE3434-KR-XS,JNE3434,kurta,XS,Mustard,6
SET252-KR-PP-M,SET252,Set,M,Yellow,154
SET275-KR-NP-S,SET275,Set,S,Blue,6
J0101-DR-XXL,J0101,Ethnic Dress,XXL,Light Green,9
J0208-DR-XL,J0208,Western Dress,XL,Peach,2
JNE3369-KR-S,JNE3369,kurta,S,Black,3
SET290-KR-DPT-M,SET290,Set,M,NAVY,18
J0279-SET-L,J0279,Set,L,Light Green,8
SET373-KR-PP-M,SET373,Set,M,Maroon,47
J0109-SKD-M,J0109,Set,M,Black,6
J0189-TP-M,J0189,Top,M,Orange,68
J0049-TP-XXL,J0049,Top,XXL,Beige,2
JNE3424-KR-XXL,JNE3424,kurta,XXL,Blue,11
BTM042-PP-XXXL,BTM042,Bottom,3XL,Mustard,3
J0300-TP-XXXL,J0300,Top,3XL,Cream,1
J0198-TP-M,J0198,Top,M,Navy Blue,27
SET301-KR-PP-L,SET301,Set,L,Magenta,53
J0381-SKD-XXXL,J0381,Set,3XL,Gold,21
JNE3760-KR-L,JNE3760,kurta,L,Teal,12
JNE3770-KR-XL,JNE3770,kurta,XL,Blue,41
J0048-TP-XS,J0048,Top,XS,LIME GREEN,5
J0124-TP-XS,J0124,Top,XS,Cream,6
JNE3744-TU-L,JNE3744,Top,L,Navy Blue,61
J0233-SKD-XS,J0233,Set,XS,Maroon,88
JNE3602-KR-L,JNE3602,kurta,L,Pink,128
JNE3486-KR-L,JNE3486,kurta,L,Light Green,90
JNE3615-KR-M,JNE3615,kurta,M,Navy Blue,57
JNE3717-KR-M,JNE3717,kurta,M,Light Green,74
JNE3567-KR-S,JNE3567,kurta,S,Blue,210
SET055-KR-NP-XL,SET055,Set,XL,Pink,68
J0234-SKD-M,J0234,Set,M,Mustard,5
J0220-BL-S,J0220,Blouse,S,Maroon,18
J0389-TP-XL,J0389,Top,XL,Teal,30
J0395-DR-S,J0395,Western Dress,S,Teal,1
J0185-DR-XS,J0185,Ethnic Dress,XS,OFF WHITE,8
J0236-SKD-XS,J0236,Set,XS,Pink,4
BTM002-XL,BTM002,Bottom,XL,White,22
JNE3719-KR-XL,JNE3719,kurta,XL,TEAL GREEN ,89
SET436-KR-NP-S,SET436,Set,S,Pink,21
JNE3748-KR-M,JNE3748,kurta,M,Blue,17
J0389-TP-XXXL,J0389,Top,3XL,Teal,25
NW037-TP-SR-L,NW037,Set,L,Pink,3
JNE3770-KR-XXL,JNE3770,kurta,XXL,Blue,81
JNE3288-KR-M,JNE3288,kurta,M,Pink,16
JNE3670-TU-XXXL,JNE3670,Top,3XL,White,2
JNE3389-KR-XS,JNE3389,kurta,XS,Blue,6
JNE3813-KR-XS,JNE3813,kurta,XS,Teal,17
SET365-KR-NP-XXL,SET365,Set,XXL,Pink,3
JNE3822-KR-XXXL,JNE3822,kurta,3XL,Blue,2
JNE3822-KR-XS,JNE3822,kurta,XS,Blue,51
JNE3452-KR-XXL,JNE3452,kurta,XXL,Navy Blue,7
J0137-SET-XXL,J0137,Set,XXL,White,9
J0088-TP-S,J0088,Top,S,Pink,6
J0239-SKD-XXXL,J0239,Set,3XL,OFF WHITE,3
JNE3707-DR-XXL,JNE3707,Western Dress,XXL,Cream,19
SET377-KR-NP-XXL,SET377,Set,XXL,Sea Green,5
JNE3491-KR-S,JNE3491,kurta,S,Blue,5
JNE3645-TP-N-M,JNE3645,Top,M,,0
JNE3780-KR-M,JNE3780,kurta,M,Navy Blue,112
JNE3712-TP-N-XXL,JNE3712,Top,XXL,,0
JNE3628-KR-XXXL,JNE3628,kurta,3XL,Brown,34
JNE3728-KR-S,JNE3728,kurta,S,Light Green,16
SET280-KR-PP-XS,SET280,Set,XS,Pink,7
JNE3671-TU-S,JNE3671,Top,S,Pink,8
JNE3548-KR-L,JNE3548,kurta,L,Dark Blue,146
J0196-TP-M,J0196,Top,M,Green,3
SET154-KR-NP-S,SET154,Set,S,Blue,16
SET221-KR-NP-XXXL,SET221,Set,3XL,Mustard,29
SET377-KR-NP-S,SET377,Set,S,Sea Green,2
J0416-DR-S,J0416,Western Dress,S,Pink,0
SET131-KR-NP-XL,SET131,Set,XL,Blue,12
JNE3834-KR-S,JNE3834,kurta,S,Orange,54
JNE3313-KR-XL,JNE3313,kurta,XL,Black,20
JNE3602-KR-XL,JNE3602,kurta,XL,Pink,154
J0021-TP-L,J0021,Top,L,Red,0
NW013-ST-SR-XS,NW013,Set,XS,Turquoise,6
J0010-LCD-M,J0010,Set,M,Peach,3
JNE3627-KR-XS,JNE3627,kurta,XS,Turquoise Blue,7
JNE3792-KR-S,JNE3792,kurta,S,Green,69
J0248-KR-DPT-XS,J0248,Set,XS,Orange,15
SAR036,SAR036,Saree,Free,Brown,8
JNE3348-KR-S,JNE3348,kurta,S,Pink,13
J0014-LCD-S,J0014,Set,S,Mustard,70
BL079-87RED,BL079,Blouse,Free,Red,12
JNE3780-KR-L,JNE3780,kurta,L,Navy Blue,110
SET240-KR-PP-L,SET240,Set,L,Yellow,17
JNE3743-TP-XL,JNE3743,Top,XL,Light Green,48
JNE3885-KR-S,JNE3885,kurta,S,Cream,71
J0398-DR-S,J0398,Western Dress,S,Wine,3
SET266-KR-NP-XXL,SET266,Set,XXL,Black,19
J0417-TP-XS,J0417,Top,XS,Sea Green,19
J0074-TP-XS,J0074,Top,XS,,0
JNE3674-TU-XS,JNE3674,Top,XS,Black,9
JNE3796-KR-S,JNE3796,kurta,S,Peach,6
JNE3420-KR-S,JNE3420,kurta,S,Pink,9
JNE3545-KR-S,JNE3545,kurta,S,Green,0
JNE3560-KR-XXXL,JNE3560,kurta,3XL,Blue,87
J0083-KR-M,J0083,kurta,M,Mustard,50
JNE3460-KR-S,JNE3460,kurta,S,Maroon,60
J0152-DR-M,J0152,Western Dress,M,Blue,3
JNE3804-KR-XXL,JNE3804,kurta,XXL,Grey,30
J0215-BL-L,J0215,Blouse,L,Blue,15
SET432-KR-PP-XXL,SET432,Set,XXL,Wine,91
JNE3676-TU-S,JNE3676,Top,S,Red,42
JNE3753-KR-XXXL,JNE3753,kurta,3XL,Brown,5
J0195-TP-XS,J0195,Top,XS,Maroon,11
J0386-KR-XL,J0386,kurta,XL,Rust,0
JNE3252-KR-XS,JNE3252,kurta,XS,Pink,10
JNE3559-KR-L,JNE3559,kurta,L,Grey,11
SET321-KR-DPT-L,SET321,Set,L,Mustard,76
JNE3609-KR-XL,JNE3609,kurta,XL,White,7
JNE3612-KR-XL,JNE3612,kurta,XL,Light Green,7
BTM003-XXXL,BTM003,Bottom,3XL,Maroon,4
JNE3517-KR-M,JNE3517,kurta,M,Peach,4
SET156-KR-NP-S,SET156,Set,S,Yellow,21
JNE3486-KR-S,JNE3486,kurta,S,Light Green,102
BL103-XL,BL103,Blouse,XL,Maroon,8
SET265-KR-NP-S,SET265,Set,S,Pink,19
SET043-KR-NP-M,SET043,Set,M,Turquoise Blue,94
SET290-KR-DPT-XXXL,SET290,Set,3XL,NAVY,37
J0401-DR-L,J0401,Western Dress,L,Yellow,3
JNE3715-KR-L,JNE3715,kurta,L,Yellow,16
SET344-KR-NP-XXL,SET344,Set,XXL,Red,1
JNE3725-KR-L,JNE3725,kurta,L,Brown,3
JNE3704-KR-XL,JNE3704,kurta,XL,Brown,17
JNE3467-KR-M,JNE3467,kurta,M,Black,5
JNE3823-KR-XS,JNE3823,kurta,XS,Blue,9
JNE3865-TP-XXL,JNE3865,Top,XXL,White,4
J0168-DR-M,J0168,Ethnic Dress,M,Sky Blue,5
JNE2266-KR-490-A-XXL,JNE2266,kurta,XXL,,0
AN207-PINK-S,AN207,Bottom,S,Pink,4
SET277-KR-NP-XS,SET277,Set,XS,Turquoise,8
SET318-KR-SHA-XXXL,SET318,Set,3XL,Orange,38
SET306-KR-PP-M,SET306,Set,M,Green,75
J0277-SKD-XS,J0277,Set,XS,Gold,72
J0202-TP-XXL,J0202,Top,XXL,Blue,7
JNE3728-KR-XXL,JNE3728,kurta,XXL,Light Green,3
JNE3396-KR-XS,JNE3396,kurta,XS,Brown,44
J0401-DR-S,J0401,Western Dress,S,Yellow,6
JNE3609-KR-L,JNE3609,kurta,L,White,13
MEN5001-KR-XXL,MEN5001,kurta,XXL,Blue,4
SET271-KR-NP-S,SET271,Set,S,Green,8
JNE3030-KR-XXXL,JNE3030,kurta,3XL,Maroon,3
J0010-LCD-XXXL,J0010,Set,3XL,Peach,45
J0112-TP-XS,J0112,Top,XS,Green,5
SET336-KR-NP-S,SET336,Set,S,Maroon,3
J0096-KR-XXL,J0096,kurta,XXL,Blue,90
NW034-TP-PJ-XXXL,NW034,Set,3XL,Peach,3
SET344-KR-NP-L,SET344,Set,L,Red,3
JNE3899-KR-A-XL,JNE3899,kurta,XL,,0
J0279-SET-M,J0279,Set,M,Light Green,15
NW027-TP-PJ-XXL,NW027,Set,XXL,Pink,10
J0335-DR-XXXL,J0335,Western Dress,3XL,Orange,6
JNE3894-TP-XXXL,JNE3894,Top,3XL,Blue,0
SET228-KR-PP-A-XXXL,SET228,Set,3XL,,0
MEN5023-KR-S,MEN5023,kurta,S,Blue,8
JNE3890-TP-XXXL,JNE3890,Top,3XL,Cream,51
JNE3865-TP-XXXL,JNE3865,Top,3XL,White,1
SET131-KR-NP-A-S,SET131,Set,S,,0
SET358-KR-NP-M,SET358,Set,M,Green,1
J0094-KR-XXL,J0094,kurta,XXL,Blue,2
JNE3607-KR-S,JNE3607,kurta,S,Maroon,72
BL103-L,BL103,Blouse,L,Maroon,7
J0133-KR-A-M,J0133,kurta,M,,0
SAR069,SAR069,Saree,Free,Pink,20
J0103-SKD-XXL,J0103,Set,XXL,Yellow,44
J0396-DR-L,J0396,Western Dress,L,Yellow,1
SET377-KR-NP-XL,SET377,Set,XL,Sea Green,2
JNE3313-KR-A-L,JNE3313,kurta,L,,0
SET276-KR-PP-M,SET276,Set,M,Blue,86
J0055-SET-XS,J0055,Set,XS,,0
SET431-KR-NP-XXL,SET431,Set,XXL,Brown,94
J0294-TP-XXL,J0294,Top,XXL,OFF WHITE,2
J0082-TP-XXL,J0082,Top,XXL,Black,5
JNE3788-KR-L,JNE3788,kurta,L,Black,9
J0247-SKD-XXL,J0247,Set,XXL,Teal,37
SET384-KR-NP-L,SET384,Set,L,LIGHT YELLOW,9
J0333-DR-S,J0333,Western Dress,S,Blue,5
MEN5009-KR-XXXL,MEN5009,kurta,3XL,Maroon,3
BL087-M,BL087,Blouse,M,Multicolor,89
SET269-KR-NP-M,SET269,Set,M,Green,310
JNE3311-KR-XS,JNE3311,kurta,XS,Peach,3
SET224-KR-NP-XL,SET224,Set,XL,Rust,3
SET388-KR-NP-XXXL,SET388,Set,3XL,White,2
JNE2113-KR-381-L,JNE2113,kurta,L,Multicolor,1
SET131-KR-NP-A-M,SET131,Set,M,,0
JNE3225-KR-XS,JNE3225,kurta,XS,Light Blue,4
JNE3530-KR-XS,JNE3530,kurta,XS,Grey,8
JNE3466-KR-XL,JNE3466,kurta,XL,Grey,2
JNE3745-KR-XXL,JNE3745,kurta,XXL,Teal Green,99
JNE3864-TU-XL,JNE3864,Top,XL,Blue,2
J0150-KR-M,J0150,kurta,M,Black,1
JNE3666-TP-M,JNE3666,Top,M,Beige,2
J0196-TP-S,J0196,Top,S,Green,5
J0139-KR-XXXL,J0139,kurta,3XL,Navy Blue,4
SET253-KR-NP-L,SET253,Set,L,Black,6
JNE3701-KR-XS,JNE3701,kurta,XS,Orange,43
MEN5011-KR-XXL,MEN5011,kurta,XXL,Blue,4
JNE3481-KR-S,JNE3481,kurta,S,White,3
JNE3644-TP-N-L,JNE3644,Top,L,,0
SET132-KR-NP-M,SET132,Set,M,Light Green,8
JNE3546-KR-XXXL,JNE3546,kurta,3XL,Blue,2
J0179-KR-XS,J0179,kurta,XS,Multicolor,18
SET317-KR-PP-M,SET317,Set,M,Olive Green,5
SET055-KR-NP-S,SET055,Set,S,Pink,5
JNE3491-KR-XS,JNE3491,kurta,XS,Blue,9
J0390-TP-S,J0390,Top,S,Mauve,15
SET340-KR-NP-XL,SET340,Set,XL,Maroon,3
NW015-TP-PJ-XXL,NW015,Set,XXL,Grey,6
J0096-KR-S,J0096,kurta,S,Blue,145
JNE3576-KR-XS,JNE3576,kurta,XS,Black,8
JNE3802-KR-S,JNE3802,kurta,S,Orange,4
JNE3577-KR-XXXL,JNE3577,kurta,3XL,Pink,26
J0396-DR-S,J0396,Western Dress,S,Yellow,6
J0203-TP-XXXL,J0203,Top,3XL,Green,3
JNE3422-KR-XL,JNE3422,kurta,XL,Pink,4
SET395-KR-NP-XS,SET395,Set,XS,Sea Green,59
J0385-KR-XS,J0385,kurta,XS,Red,30
J0391-TP-XS,J0391,Top,XS,Green,20
SET295-KR-NP-S,SET295,Set,S,Black,4
JNE3516-KR-E-S,JNE3516,kurta,S,,0
JNE3539-KR-XL,JNE3539,kurta,XL,Cream,3
JNE3770-KR-M,JNE3770,kurta,M,Blue,72
SET356-KR-NP-XXL,SET356,Set,XXL,Sea Green,3
JNE3457-KR-L,JNE3457,kurta,L,Turquoise Blue,37
SET247-KR-SHA-XS,SET247,Set,XS,Teal,49
J0300-TP-XXL,J0300,Top,XXL,Cream,2
MEN5017-KR-S,MEN5017,kurta,S,Black,11
J0153-DR-S,J0153,Western Dress,S,Green,6
J0077-SKD-XS,J0077,Set,XS,Blue,8
J0092-SET-XXXL,J0092,Set,3XL,Blue,2
MEN5019-KR-L,MEN5019,kurta,L,Navy Blue,23
JNE3758-KR-L,JNE3758,kurta,L,Maroon,36
JNE3690-TU-XS,JNE3690,Top,XS,Maroon,105
SET048-KR-NP-L,SET048,Set,L,Dark Green,11
J0246-SKD-XS,J0246,Set,XS,OFF WHITE,42
AN211-BLACK-XL,AN211,Bottom,XL,Black,3
JNE3771-KR-XXL,JNE3771,kurta,XXL,Maroon,47
JNE3471-KR-S,JNE3471,kurta,S,Maroon,11
SET263-KR-NP-XS,SET263,Set,XS,Turquoise,40
JNE3768-KR-XL,JNE3768,kurta,XL,Peach,52
J0089-TP-XXXL,J0089,Top,3XL,Pink,6
NW027-TP-PJ-XXXL,NW027,Set,3XL,Pink,2
JNE3364-KR-1051-M,JNE3364,kurta,M,Light Green,306
JNE3273-KR-L,JNE3273,kurta,L,Maroon,4
J0348-SET-M,J0348,Set,M,Mustard,4
JNE3662-TP-XS,JNE3662,Top,XS,Peach,6
SET246-KR-PP-S,SET246,Set,S,Red,39
SET404-KR-NP-L,SET404,Set,L,White,44
JNE3460-KR-XXL,JNE3460,kurta,XXL,Maroon,27
SET183-KR-DH-XS,SET183,Set,XS,Olive Green,45
SET128-KR-DH-XL,SET128,Set,XL,Beige,4
JNE3733-KR-S,JNE3733,kurta,S,Turquoise Blue,3
JNE3886-KR-M,JNE3886,kurta,M,Red,68
SET185-KR-NP-S,SET185,Set,S,Mustard,39
SET318-KR-SHA-L,SET318,Set,L,Orange,19
JNE3543-KR-M,JNE3543,kurta,M,Cream,4
JNE3575-KR-XS,JNE3575,kurta,XS,Pink,21
J0092-SET-L,J0092,Set,L,Blue,5
SAR037,SAR037,Saree,Free,Mauve,3
SET171-KR-NP-L,SET171,Set,L,Cream,6
SET216-KR-PP-XL,SET216,Set,XL,Light Green,2
J0417-TP-M,J0417,Top,M,Sea Green,8
SET364-KR-NP-L,SET364,Set,L,Yellow,3
JNE2032-KR-205-XL,JNE2032,kurta,XL,Teal,6
JNE2265-KR-501-M,JNE2265,kurta,M,Purple,8
NW024-TP-PJ-XL,NW024,Set,XL,Blue,3
JNE3273-KR-XL,JNE3273,kurta,XL,Maroon,15
J0242-SKD-M,J0242,Set,M,OFF WHITE,3
MEN5002-KR-XXXL,MEN5002,kurta,3XL,Blue,5
SET188-KR-NP-XXL,SET188,Set,XXL,Pink,13
JNE3820-KR-XXXL,JNE3820,kurta,3XL,Green,2
J0330-KR-XXXL,J0330,kurta,3XL,Blue,23
JNE2131-KR-A-XXXL,JNE2131,kurta,3XL,Multicolor,8
JNE3680-TU-S,JNE3680,Top,S,Grey,73
J0163-SKD-S,J0163,Set,S,Red,112
JNE3366-KR-1053-A-XXXL,JNE3366,kurta,3XL,,0
BL104-M,BL104,Blouse,M,Black,49
J0137-SET-M,J0137,Set,M,White,11
NW036-ST-SR-XXL,NW036,Set,XXL,White,20
J0106-KR-M,J0106,Western Dress,M,OFF WHITE,4
SET094-KR-NP-L,SET094,Set,L,Turquoise Green,9
J0119-TP-S,J0119,Top,S,Mustard,60
SET337-KR-NP-XL,SET337,Set,XL,Maroon,2
JNE3863-TU-XXL,JNE3863,Top,XXL,Light Blue,3
JNE3670-TU-S,JNE3670,Top,S,White,3
SET302-KR-PP-L,SET302,Set,L,Sky Blue,2
SET188-KR-NP-XL,SET188,Set,XL,Pink,10
JNE3669-TU-XXXL,JNE3669,Top,3XL,Blue,3
JNE3645-TP-N-L,JNE3645,Top,L,,0
J0371-SKD-XXL,J0371,Set,XXL,Teal,11
JNE3790-KR-S,JNE3790,kurta,S,Navy Blue,68
J0010-LCD-XXL,J0010,Set,XXL,Peach,37
J0014-LCD-XXL,J0014,Set,XXL,Mustard,29
J0004-SKD-XS,J0004,Set,XS,Grey,53
JNE3447-KR-S,JNE3447,kurta,S,Beige,8
JNE3820-KR-XL,JNE3820,kurta,XL,Green,2
JNE3506-KR-M,JNE3506,kurta,M,Peach,19
JNE3516-KR-E-XS,JNE3516,kurta,XS,,0
J0247-SKD-XXXL,J0247,Set,3XL,Teal,38
SET378-KR-NP-XL,SET378,Set,XL,Blue,3
J0137-SET-S,J0137,Set,S,White,24
J0124-TP-S,J0124,Top,S,Cream,16
JNE3642-TP-L,JNE3642,Top,L,Peach,2
NW037-TP-SR-XXL,NW037,Set,XXL,Pink,9
JNE3645-TP-N-S,JNE3645,Top,S,,0
JNE3578-KR-S,JNE3578,kurta,S,Yellow,3
JNE3369-KR-XXL,JNE3369,kurta,XXL,Black,4
SAR034,SAR034,Saree,Free,Peach,0
CH209-BIEGE-L,CH209,Bottom,L,Beige,3
SAR148,SAR148,Saree,Free,Turquoise Blue,28
MEN5023-KR-M,MEN5023,kurta,M,Blue,5
BL085-S,BL085,Blouse,S,Orange,12
J0197-TP-XXXL,J0197,Top,3XL,Blue,14
JNE3160-KR-L,JNE3160,kurta,L,White,20
JNE3794-KR-M,JNE3794,kurta,M,Peach,101
J0197-TP-M,J0197,Top,M,Blue,2
SET266-KR-NP-S,SET266,Set,S,Black,57
J0173-DR-XS,J0173,Western Dress,XS,Red,43
SET070-KR-NP-XS,SET070,Set,XS,Maroon,3
SET404-KR-NP-XXL,SET404,Set,XXL,White,49
JNE2131-KR-A-XL,JNE2131,kurta,XL,Multicolor,6
J0203-TP-S,J0203,Top,S,Green,4
SET398-KR-PP-XS,SET398,Set,XS,Peach,12
JNE3488-KR-XS,JNE3488,kurta,XS,White,7
JNE3770-KR-S,JNE3770,kurta,S,Blue,15
SET405-KR-NP-S,SET405,Set,S,Red,38
SET192-KR-NP-XL,SET192,Set,XL,Teal,4
SET267-KR-NP-M,SET267,Set,M,Pink,109
SET228-KR-PP-A-M,SET228,Set,M,,0
SET243-KR-PP-M,SET243,Set,M,Blue,10
JNE3639-TP-N-XL,JNE3639,Top,XL,,0
JNE3042-KR-XXL,JNE3042,kurta,XXL,Grey,5
JNE3364-KR-1051-S,JNE3364,kurta,S,Light Green,150
JNE2294-KR-A-L,JNE2294,kurta,L,Yellow,3
JNE3422-KR-S,JNE3422,kurta,S,Pink,7
SET315-KR-PP-XXXL,SET315,Set,3XL,White,38
JNE3656-TP-N-S,JNE3656,Top,S,,0
SET188-KR-NP-S,SET188,Set,S,Pink,31
SET326-KR-PP-L,SET326,Set,L,Beige,5
