SKU,Style,Color,Category,Size
J0284-SKD-L,J0284,Orange,Set,L
J0106-KR-XS,J0106,Orange,Western Dress,XS
J0245-SKD-XS,J0245,White,Set,XS
JNE3571-KR-XXXL,JNE3571,Blue,kurta,3XL
JNE3790-KR-XXXL,JNE3790,Orange,kurta,3XL
SET369-KR-NP-XS,SET369,Red,Set,XS
JNE3710-DR-L,JNE3710,White,Western Dress,L
J0337-TP-XXL,J0337,Yellow,Top,XXL
JNE3719-KR-M,JNE3719,Green,kurta,M
J0215-BL-M,J0215,Red,Blouse,M
SET306-KR-PP-S,SET306,Green,Set,S
J0207-DR-S,J0207,Black,Western Dress,S
MEN5012-KR-XL,MEN5012,Blue,kurta,XL
SET385-KR-NP-XS,SET385,Purple,Set,XS
JNE3399-KR-L,JNE3399,Black,kurta,L
SET404-KR-NP-XS,SET404,Orange,Set,XS
J0089-TP-XS,J0089,White,Top,XS
SET110-KR-PP-S,SET110,Green,Set,S
J0337-TP-XL,J0337,Red,Top,XL
JNE3459-KR-XXXL,JNE3459,White,kurta,3XL
AN204-PURPLE-S,AN204,Green,Bottom,S
SET254-KR-NP-XXXL,SET254,Yellow,Set,3XL
J0082-TP-XL,J0082,White,Top,XL
JNE3483-KR-XL,JNE3483,Black,kurta,XL
J0234-SKD-XS,J0234,White,Set,XS
J0113-TP-M,J0113,White,Top,M
J0400-DR-XL,J0400,Green,Western Dress,XL
SET210-KR-PP-M,SET210,Brown,Set,M
J0224-SKD-M,J0224,Blue,Set,M
SET262-KR-NP-M,SET262,Orange,Set,M
JNE3909-KR-XXL,JNE3909,Purple,kurta,XXL
JNE3653-TP-N-XXL,JNE3653,Orange,Top,XXL
J0148-SET-L,J0148,Green,Set,L
J0373-KR-S,J0373,Black,kurta,S
SET344-KR-NP-S,SET344,Red,Set,S
SET205-KR-DPT-A-XS,SET205,Green,Set,XS
JNE3753-KR-S,JNE3753,Blue,kurta,S
J0174-TP-S,J0174,Green,Top,S
SET247-KR-SHA-M,SET247,Purple,Set,M
SET240-KR-PP-M,SET240,Green,Set,M
J0347-SET-XXL,J0347,White,Set,XXL
SET351-KR-NP-XXXL,SET351,Yellow,Set,3XL
J0126-SKD-S,J0126,Green,Set,S
JNE3473-KR-XL,JNE3473,Purple,kurta,XL
JNE3311-KR-XXXL,JNE3311,Orange,kurta,3XL
JNE2153-KR-278-A-M,JNE2153,Blue,kurta,M
J0252-SKD-XL,J0252,Black,Set,XL
SET244-KR-NP-S,SET244,White,Set,S
J0372-SKD-XL,J0372,Red,Set,XL
SET249-KR-NP-M,SET249,Brown,Set,M
J0007-SKD-M,J0007,Green,Set,M
JNE3479-KR-S,JNE3479,Yellow,kurta,S
JNE3475-KR-K-XS,JNE3475,Yellow,kurta,XS
J0151-KR-XXL,J0151,Brown,kurta,XXL
J0377-SKD-XL,J0377,Green,Set,XL
SET182-KR-DH-L,SET182,Green,Set,L
JNE3612-KR-S,JNE3612,Yellow,kurta,S
JNE3719-KR-S,JNE3719,Green,kurta,S
J0305-DR-XXL,J0305,Blue,Western Dress,XXL
JNE3783-KR-M,JNE3783,Yellow,kurta,M
SET192-KR-NP-XXXL,SET192,White,Set,3XL
JNE3722-KR-XL,JNE3722,Purple,kurta,XL
JNE3782-KR-XXL,JNE3782,Green,kurta,XXL
J0019-SET-M,J0019,Purple,Set,M
SET401-KR-NP-L,SET401,Green,Set,L
BTM038-PP-XS,BTM038,White,Bottom,XS
JNE3875-KR-S,JNE3875,Green,kurta,S
JNE3880-DR-XS,JNE3880,White,Western Dress,XS
J0091-TP-S,J0091,Green,Top,S
J0369-SKD-XXXL,J0369,Blue,Set,3XL
AN208-MUSTARD-XL,AN208,White,Bottom,XL
JNE3602-KR-S,JNE3602,Purple,kurta,S
JNE3735-KR-XS,JNE3735,Orange,kurta,XS
J0097-KR-XXL,J0097,Blue,kurta,XXL
SET091-KR-NP-XXXL,SET091,Blue,Set,3XL
SET373-KR-PP-L,SET373,Purple,Set,L
J0419-TP-XL,J0419,Blue,Top,XL
JNE3740-KR-M,JNE3740,White,kurta,M
JNE3795-KR-M,JNE3795,Brown,kurta,M
JNE3796-KR-L,JNE3796,White,kurta,L
SET282-KR-PP-L,SET282,Brown,Set,L
JNE3363-KR-1032-S,JNE3363,Black,kurta,S
JNE3432-KR-XXXL,JNE3432,Orange,kurta,3XL
J0124-TP-XL,J0124,Black,Top,XL
JNE3655-TP-XXL,JNE3655,Red,Top,XXL
JNE2145-KR-A-L,JNE2145,Yellow,kurta,L
SAR048,SAR048,Red,Saree,Free
J0127-SKD-S,J0127,Yellow,Set,S
JNE3516-KR-E-XXL,JNE3516,Green,kurta,XXL
JNE3698-KR-L,JNE3698,Green,kurta,L
SET234-KR-PP-M,SET234,Green,Set,M
J0335-DR-L,J0335,Brown,Western Dress,L
JNE2251-KR-537-XXXL,JNE2251,Green,kurta,3XL
JNE3432-KR-L,JNE3432,Yellow,kurta,L
J0307-TP-M,J0307,Brown,Top,M
SET228-KR-PP-A-L,SET228,White,Set,L
PJNE3445-KR-N-4XL,PJNE3445,Orange,kurta,4XL
JNE3486-KR-XXXL,JNE3486,Purple,kurta,3XL
JNE3627-KR-M,JNE3627,Blue,kurta,M
JNE3796-KR-XXL,JNE3796,White,kurta,XXL
JNE3752-KR-XXL,JNE3752,Green,kurta,XXL
JNE3745-KR-M,JNE3745,Orange,kurta,M
J0323-CD-L,J0323,Yellow,Top,L
MEN5009-KR-XL,MEN5009,Green,kurta,XL
JNE3751-KR-XL,JNE3751,Purple,kurta,XL
JNE3506-KR-XS,JNE3506,Blue,kurta,XS
BTM031-NP-L,BTM031,Black,Bottom,L
JNE3870-DR-M,JNE3870,White,Western Dress,M
JNE3616-KR-XL,JNE3616,Purple,kurta,XL
JNE3651-TP-N-XS,JNE3651,Purple,Top,XS
J0143-SET-A-XXL,J0143,Green,Set,XXL
J0243-DR-L,J0243,Purple,Ethnic Dress,L
J0203-TP-L,J0203,Black,Top,L
JNE3549-KR-XXL,JNE3549,Yellow,kurta,XXL
JNE3766-KR-XXXL,JNE3766,Purple,kurta,3XL
JNE3464-KR-L,JNE3464,Black,kurta,L
JNE3691-TU-S,JNE3691,Green,Top,S
J0037-KR-XXL,J0037,White,kurta,XXL
J0109-SKD-L,J0109,Orange,Set,L
SET329-KR-NP-XL,SET329,Yellow,Set,XL
J0329-KR-XXL,J0329,Brown,kurta,XXL
J0372-SKD-S,J0372,Orange,Set,S
SET188-KR-NP-L,SET188,Red,Set,L
SET343-KR-NP-XXXL,SET343,Brown,Set,3XL
JNE3791-DR-XS,JNE3791,White,Ethnic Dress,XS
MEN5023-KR-XXL,MEN5023,Orange,kurta,XXL
JNE3803-KR-XXXL,JNE3803,Orange,kurta,3XL
SET392-KR-NP-XXL,SET392,Red,Set,XXL
NW002-TP-PJ-M,NW002,Orange,Set,M
NW030-TP-PJ-M,NW030,Green,Set,M
SET282-KR-PP-S,SET282,Red,Set,S
J0118-TP-L,J0118,Orange,Top,L
NW009-ST-CP-XS,NW009,Purple,Set,XS
JNE3473-KR-L,JNE3473,Purple,kurta,L
JNE1233-BLUE-KR-031-XXL,JNE1233,Orange,kurta,XXL
J0215-BL-XL,J0215,Red,Blouse,XL
SAR152,SAR152,Green,Saree,Free
J0330-KR-XXL,J0330,Black,kurta,XXL
JNE3662-TP-S,JNE3662,Yellow,Top,S
MEN5010-KR-L,MEN5010,Orange,kurta,L
JNE3690-TU-XXXL,JNE3690,White,Top,3XL
JNE3439-KR-XL,JNE3439,Red,kurta,XL
MEN5013-KR-M,MEN5013,Purple,kurta,M
J0057-DR-S,J0057,Green,Ethnic Dress,S
J0027-SET-XS,J0027,Purple,Set,XS
SET306-KR-PP-XL,SET306,Blue,Set,XL
JNE3727-KR-M,JNE3727,Brown,kurta,M
JNE3544-KR-S,JNE3544,White,kurta,S
SAR029,SAR029,Blue,Saree,Free
J0164-DR-XL,J0164,Orange,Ethnic Dress,XL
SET199-KR-NP-M,SET199,Green,Set,M
J0375-SKD-XXXL,J0375,Black,Set,3XL
J0106-KR-XXXL,J0106,Orange,Western Dress,3XL
SET131-KR-NP-XXXL,SET131,Brown,Set,3XL
J0395-DR-XL,J0395,Red,Western Dress,XL
J0181-TP-L,J0181,Green,Top,L
SET338-KR-NP-M,SET338,Black,Set,M
J0005-DR-B-M,J0005,Purple,Western Dress,M
J0020-SET-XS,J0020,Purple,Set,XS
J0033-KR-S,J0033,White,kurta,S
JNE3726-KR-XL,JNE3726,Orange,kurta,XL
JNE3792-KR-XS,JNE3792,Blue,kurta,XS
JNE3485-KR-M,JNE3485,Blue,kurta,M
SET075-KR-DH-XXL,SET075,Brown,Set,XXL
JNE2145-KR-A-XL,JNE2145,Brown,kurta,XL
SET265-KR-NP-XXL,SET265,Purple,Set,XXL
MEN5014-KR-XL,MEN5014,Green,kurta,XL
JNE3805-KR-M,JNE3805,Brown,kurta,M
JNE3564-KR-XXXL,JNE3564,Yellow,kurta,3XL
SET358-KR-NP-XL,SET358,Orange,Set,XL
JNE2132-KR-398-XS,JNE2132,Blue,kurta,XS
JNE3658-TP-L,JNE3658,White,Top,L
JNE3834-KR-L,JNE3834,Purple,kurta,L
SET130-KR-NP-XXXL,SET130,Purple,Set,3XL
SET299-KR-PP-M,SET299,Black,Set,M
SET218-KR-NP-XXL,SET218,Green,Set,XXL
SET116-KR-NP-XL,SET116,Green,Set,XL
JNE3803-KR-XL,JNE3803,White,kurta,XL
JNE3709-DR-XL,JNE3709,Green,Western Dress,XL
SET272-KR-PP-M,SET272,Brown,Set,M
JNE3706-DR-M,JNE3706,Purple,Western Dress,M
JNE3710-DR-S,JNE3710,Green,Western Dress,S
J0195-TP-XL,J0195,White,Top,XL
J0152-DR-XXL,J0152,Purple,Western Dress,XXL
JNE3804-KR-XS,JNE3804,Yellow,kurta,XS
JNE3704-KR-L,JNE3704,Blue,kurta,L
SET055-KR-NP-XXXL,SET055,Orange,Set,3XL
NW015-TP-PJ-S,NW015,Blue,Set,S
SET130-KR-NP-S,SET130,Green,Set,S
J0153-DR-XXXL,J0153,Purple,Western Dress,3XL
JNE2100-KR-144-XXL,JNE2100,Yellow,kurta,XXL
SET100-KR-PP-XXL,SET100,Green,Set,XXL
JNE3891-TP-M,JNE3891,White,Top,M
JNE3720-KR-XXL,JNE3720,Black,kurta,XXL
JNE3638-KR-S,JNE3638,Blue,kurta,S
JNE3749-KR-M,JNE3749,Brown,kurta,M
J0135-SET-XS,J0135,White,Set,XS
SET004-KR-SP-A-XS,SET004,Black,Set,XS
SET094-KR-NP-XXL,SET094,Blue,Set,XXL
JNE3726-KR-XXXL,JNE3726,Yellow,kurta,3XL
JNE3391-KR-XXXL,JNE3391,Black,kurta,3XL
MEN5007-KR-XL,MEN5007,Green,kurta,XL
J0307-TP-XS,J0307,Brown,Top,XS
J0243-DR-XS,J0243,Green,Ethnic Dress,XS
MEN5015-KR-XL,MEN5015,Red,kurta,XL
JNE3675-TU-L,JNE3675,Red,Top,L
JNE3252-KR-S,JNE3252,Orange,kurta,S
JNE3768-KR-XXL,JNE3768,Orange,kurta,XXL
SET300-KR-NP-XXL,SET300,Green,Set,XXL
JNE3225-KR-S,JNE3225,Blue,kurta,S
SET410-KR-NP-XL,SET410,Green,Set,XL
BTM037-PP-XL,BTM037,Orange,Bottom,XL
J0390-TP-XXL,J0390,Purple,Top,XXL
J0392-TP-XL,J0392,Brown,Top,XL
JNE3426-KR-XS,JNE3426,Black,kurta,XS
JNE2265-KR-501-S,JNE2265,Green,kurta,S
JNE3313-KR-A-M,JNE3313,Green,kurta,M
SET128-KR-DH-M,SET128,Green,Set,M
SET303-KR-NP-XS,SET303,Black,Set,XS
SET230-KR-PP-XS,SET230,White,Set,XS
J0217-BL-M,J0217,Blue,Blouse,M
SET253-KR-NP-S,SET253,Purple,Set,S
JNE1234-MULTI-KR-032-XXL,JNE1234,Green,kurta,XXL
J0342-TP-S,J0342,White,Top,S
JNE3904-DR-XXL,JNE3904,Orange,Western Dress,XXL
SET410-KR-NP-XXXL,SET410,Blue,Set,3XL
J0251-SKD-XXXL,J0251,Blue,Set,3XL
JNE3547-KR-XL,JNE3547,Green,kurta,XL
JNE3389-KR-XL,JNE3389,Orange,kurta,XL
J0119-TP-XS,J0119,Black,Top,XS
J0211-DR-M,J0211,White,Ethnic Dress,M
SET289-KR-NP-S,SET289,Green,Set,S
J0240-SKD-XXXL,J0240,Black,Set,3XL
JNE3817-KR-XS,JNE3817,Purple,kurta,XS
JNE3802-KR-XS,JNE3802,Black,kurta,XS
JNE3160-KR-XL,JNE3160,Orange,kurta,XL
BL103-XXL,BL103,Green,Blouse,XXL
JNE3412-KR-XXXL,JNE3412,Red,kurta,3XL
JNE3615-KR-L,JNE3615,Green,kurta,L
JNE3928-KR-S,JNE3928,Green,kurta,S
JNE3434-KR-XS,JNE3434,Orange,kurta,XS
SET252-KR-PP-M,SET252,Orange,Set,M
SET275-KR-NP-S,SET275,Yellow,Set,S
J0101-DR-XXL,J0101,Purple,Ethnic Dress,XXL
J0208-DR-XL,J0208,Black,Western Dress,XL
JNE3369-KR-S,JNE3369,Black,kurta,S
SET290-KR-DPT-M,SET290,Blue,Set,M
J0279-SET-L,J0279,Black,Set,L
SET373-KR-PP-M,SET373,Green,Set,M
J0109-SKD-M,J0109,Green,Set,M
J0189-TP-M,J0189,White,Top,M
J0049-TP-XXL,J0049,Purple,Top,XXL
JNE3424-KR-XXL,JNE3424,Green,kurta,XXL
BTM042-PP-XXXL,BTM042,Orange,Bottom,3XL
J0300-TP-XXXL,J0300,Yellow,Top,3XL
J0198-TP-M,J0198,Yellow,Top,M
SET301-KR-PP-L,SET301,Green,Set,L
J0381-SKD-XXXL,J0381,Green,Set,3XL
JNE3760-KR-L,JNE3760,Blue,kurta,L
JNE3770-KR-XL,JNE3770,Brown,kurta,XL
J0048-TP-XS,J0048,Blue,Top,XS
J0124-TP-XS,J0124,Orange,Top,XS
JNE3744-TU-L,JNE3744,Green,Top,L
J0233-SKD-XS,J0233,Purple,Set,XS
JNE3602-KR-L,JNE3602,Black,kurta,L
JNE3486-KR-L,JNE3486,Blue,kurta,L
JNE3615-KR-M,JNE3615,Black,kurta,M
JNE3717-KR-M,JNE3717,Red,kurta,M
JNE3567-KR-S,JNE3567,Red,kurta,S
SET055-KR-NP-XL,SET055,Brown,Set,XL
J0234-SKD-M,J0234,Blue,Set,M
J0220-BL-S,J0220,Orange,Blouse,S
J0389-TP-XL,J0389,Yellow,Top,XL
J0395-DR-S,J0395,Blue,Western Dress,S
J0185-DR-XS,J0185,Blue,Ethnic Dress,XS
J0236-SKD-XS,J0236,White,Set,XS
BTM002-XL,BTM002,Orange,Bottom,XL
JNE3719-KR-XL,JNE3719,Brown,kurta,XL
SET436-KR-NP-S,SET436,Red,Set,S
JNE3748-KR-M,JNE3748,Green,kurta,M
J0389-TP-XXXL,J0389,Green,Top,3XL
NW037-TP-SR-L,NW037,Purple,Set,L
JNE3770-KR-XXL,JNE3770,Brown,kurta,XXL
JNE3288-KR-M,JNE3288,Brown,kurta,M
JNE3670-TU-XXXL,JNE3670,Orange,Top,3XL
JNE3389-KR-XS,JNE3389,Orange,kurta,XS
JNE3813-KR-XS,JNE3813,Green,kurta,XS
SET365-KR-NP-XXL,SET365,Orange,Set,XXL
JNE3822-KR-XXXL,JNE3822,Orange,kurta,3XL
JNE3822-KR-XS,JNE3822,Green,kurta,XS
JNE3452-KR-XXL,JNE3452,Yellow,kurta,XXL
J0137-SET-XXL,J0137,Black,Set,XXL
J0088-TP-S,J0088,Brown,Top,S
J0239-SKD-XXXL,J0239,Black,Set,3XL
JNE3707-DR-XXL,JNE3707,Green,Western Dress,XXL
SET377-KR-NP-XXL,SET377,Black,Set,XXL
JNE3491-KR-S,JNE3491,Orange,kurta,S
JNE3645-TP-N-M,JNE3645,Red,Top,M
JNE3780-KR-M,JNE3780,Blue,kurta,M
JNE3712-TP-N-XXL,JNE3712,Black,Top,XXL
JNE3628-KR-XXXL,JNE3628,Yellow,kurta,3XL
JNE3728-KR-S,JNE3728,Blue,kurta,S
SET280-KR-PP-XS,SET280,Green,Set,XS
JNE3671-TU-S,JNE3671,Black,Top,S
JNE3548-KR-L,JNE3548,Brown,kurta,L
J0196-TP-M,J0196,Green,Top,M
SET154-KR-NP-S,SET154,Orange,Set,S
SET221-KR-NP-XXXL,SET221,Blue,Set,3XL
SET377-KR-NP-S,SET377,Green,Set,S
J0416-DR-S,J0416,Purple,Western Dress,S
SET131-KR-NP-XL,SET131,Blue,Set,XL
JNE3834-KR-S,JNE3834,Red,kurta,S
JNE3313-KR-XL,JNE3313,Orange,kurta,XL
JNE3602-KR-XL,JNE3602,Yellow,kurta,XL
J0021-TP-L,J0021,Purple,Top,L
NW013-ST-SR-XS,NW013,Orange,Set,XS
J0010-LCD-M,J0010,Black,Set,M
JNE3627-KR-XS,JNE3627,Orange,kurta,XS
JNE3792-KR-S,JNE3792,Black,kurta,S
J0248-KR-DPT-XS,J0248,Green,Set,XS
SAR036,SAR036,Red,Saree,Free
JNE3348-KR-S,JNE3348,Blue,kurta,S
J0014-LCD-S,J0014,Orange,Set,S
BL079-87RED,BL079,Yellow,Blouse,Free
JNE3780-KR-L,JNE3780,Black,kurta,L
SET240-KR-PP-L,SET240,Green,Set,L
JNE3743-TP-XL,JNE3743,Green,Top,XL
JNE3885-KR-S,JNE3885,Black,kurta,S
J0398-DR-S,J0398,Green,Western Dress,S
SET266-KR-NP-XXL,SET266,Brown,Set,XXL
J0417-TP-XS,J0417,Yellow,Top,XS
J0074-TP-XS,J0074,Green,Top,XS
JNE3674-TU-XS,JNE3674,Blue,Top,XS
JNE3796-KR-S,JNE3796,Red,kurta,S
JNE3420-KR-S,JNE3420,White,kurta,S
JNE3545-KR-S,JNE3545,Black,kurta,S
JNE3560-KR-XXXL,JNE3560,Red,kurta,3XL
J0083-KR-M,J0083,White,kurta,M
JNE3460-KR-S,JNE3460,Orange,kurta,S
J0152-DR-M,J0152,Brown,Western Dress,M
JNE3804-KR-XXL,JNE3804,Brown,kurta,XXL
J0215-BL-L,J0215,Red,Blouse,L
SET432-KR-PP-XXL,SET432,Orange,Set,XXL
JNE3676-TU-S,JNE3676,Purple,Top,S
JNE3753-KR-XXXL,JNE3753,Red,kurta,3XL
J0195-TP-XS,J0195,Yellow,Top,XS
J0386-KR-XL,J0386,Green,kurta,XL
JNE3252-KR-XS,JNE3252,Red,kurta,XS
JNE3559-KR-L,JNE3559,Orange,kurta,L
SET321-KR-DPT-L,SET321,Orange,Set,L
JNE3609-KR-XL,JNE3609,Green,kurta,XL
JNE3612-KR-XL,JNE3612,Purple,kurta,XL
BTM003-XXXL,BTM003,Green,Bottom,3XL
JNE3517-KR-M,JNE3517,Purple,kurta,M
SET156-KR-NP-S,SET156,White,Set,S
JNE3486-KR-S,JNE3486,Brown,kurta,S
BL103-XL,BL103,Green,Blouse,XL
SET265-KR-NP-S,SET265,Green,Set,S
SET043-KR-NP-M,SET043,White,Set,M
SET290-KR-DPT-XXXL,SET290,Green,Set,3XL
J0401-DR-L,J0401,White,Western Dress,L
JNE3715-KR-L,JNE3715,Green,kurta,L
SET344-KR-NP-XXL,SET344,Green,Set,XXL
JNE3725-KR-L,JNE3725,Blue,kurta,L
JNE3704-KR-XL,JNE3704,Brown,kurta,XL
JNE3467-KR-M,JNE3467,Red,kurta,M
JNE3823-KR-XS,JNE3823,Blue,kurta,XS
JNE3865-TP-XXL,JNE3865,Black,Top,XXL
J0168-DR-M,J0168,Blue,Ethnic Dress,M
JNE2266-KR-490-A-XXL,JNE2266,Blue,kurta,XXL
AN207-PINK-S,AN207,Green,Bottom,S
SET277-KR-NP-XS,SET277,Orange,Set,XS
SET318-KR-SHA-XXXL,SET318,Orange,Set,3XL
SET306-KR-PP-M,SET306,Purple,Set,M
J0277-SKD-XS,J0277,Orange,Set,XS
J0202-TP-XXL,J0202,Purple,Top,XXL
JNE3728-KR-XXL,JNE3728,Orange,kurta,XXL
JNE3396-KR-XS,JNE3396,Brown,kurta,XS
J0401-DR-S,J0401,Purple,Western Dress,S
JNE3609-KR-L,JNE3609,Brown,kurta,L
MEN5001-KR-XXL,MEN5001,White,kurta,XXL
SET271-KR-NP-S,SET271,Red,Set,S
JNE3030-KR-XXXL,JNE3030,Yellow,kurta,3XL
J0010-LCD-XXXL,J0010,Yellow,Set,3XL
J0112-TP-XS,J0112,Green,Top,XS
SET336-KR-NP-S,SET336,Black,Set,S
J0096-KR-XXL,J0096,Black,kurta,XXL
NW034-TP-PJ-XXXL,NW034,Red,Set,3XL
SET344-KR-NP-L,SET344,Green,Set,L
JNE3899-KR-A-XL,JNE3899,Purple,kurta,XL
J0279-SET-M,J0279,White,Set,M
NW027-TP-PJ-XXL,NW027,Black,Set,XXL
J0335-DR-XXXL,J0335,Blue,Western Dress,3XL
JNE3894-TP-XXXL,JNE3894,Yellow,Top,3XL
SET228-KR-PP-A-XXXL,SET228,Orange,Set,3XL
MEN5023-KR-S,MEN5023,Brown,kurta,S
JNE3890-TP-XXXL,JNE3890,Yellow,Top,3XL
JNE3865-TP-XXXL,JNE3865,Brown,Top,3XL
SET131-KR-NP-A-S,SET131,Black,Set,S
SET358-KR-NP-M,SET358,Red,Set,M
J0094-KR-XXL,J0094,Red,kurta,XXL
JNE3607-KR-S,JNE3607,Green,kurta,S
BL103-L,BL103,Green,Blouse,L
J0133-KR-A-M,J0133,Green,kurta,M
SAR069,SAR069,Black,Saree,Free
J0103-SKD-XXL,J0103,Yellow,Set,XXL
J0396-DR-L,J0396,Purple,Western Dress,L
SET377-KR-NP-XL,SET377,Purple,Set,XL
JNE3313-KR-A-L,JNE3313,Red,kurta,L
SET276-KR-PP-M,SET276,Red,Set,M
J0055-SET-XS,J0055,Blue,Set,XS
SET431-KR-NP-XXL,SET431,Red,Set,XXL
J0294-TP-XXL,J0294,Orange,Top,XXL
J0082-TP-XXL,J0082,Orange,Top,XXL
JNE3788-KR-L,JNE3788,Blue,kurta,L
J0247-SKD-XXL,J0247,Purple,Set,XXL
SET384-KR-NP-L,SET384,Black,Set,L
J0333-DR-S,J0333,Black,Western Dress,S
MEN5009-KR-XXXL,MEN5009,White,kurta,3XL
BL087-M,BL087,White,Blouse,M
SET269-KR-NP-M,SET269,Green,Set,M
JNE3311-KR-XS,JNE3311,Red,kurta,XS
SET224-KR-NP-XL,SET224,Green,Set,XL
SET388-KR-NP-XXXL,SET388,Blue,Set,3XL
JNE2113-KR-381-L,JNE2113,White,kurta,L
SET131-KR-NP-A-M,SET131,Purple,Set,M
JNE3225-KR-XS,JNE3225,Black,kurta,XS
JNE3530-KR-XS,JNE3530,Orange,kurta,XS
JNE3466-KR-XL,JNE3466,Green,kurta,XL
JNE3745-KR-XXL,JNE3745,Yellow,kurta,XXL
JNE3864-TU-XL,JNE3864,Yellow,Top,XL
J0150-KR-M,J0150,White,kurta,M
JNE3666-TP-M,JNE3666,Brown,Top,M
J0196-TP-S,J0196,Red,Top,S
J0139-KR-XXXL,J0139,Purple,kurta,3XL
SET253-KR-NP-L,SET253,Blue,Set,L
JNE3701-KR-XS,JNE3701,Blue,kurta,XS
MEN5011-KR-XXL,MEN5011,Brown,kurta,XXL
JNE3481-KR-S,JNE3481,Green,kurta,S
JNE3644-TP-N-L,JNE3644,Black,Top,L
SET132-KR-NP-M,SET132,Green,Set,M
JNE3546-KR-XXXL,JNE3546,Orange,kurta,3XL
J0179-KR-XS,J0179,Black,kurta,XS
SET317-KR-PP-M,SET317,Brown,Set,M
SET055-KR-NP-S,SET055,Brown,Set,S
JNE3491-KR-XS,JNE3491,Red,kurta,XS
J0390-TP-S,J0390,Yellow,Top,S
SET340-KR-NP-XL,SET340,Red,Set,XL
NW015-TP-PJ-XXL,NW015,Blue,Set,XXL
J0096-KR-S,J0096,Red,kurta,S
JNE3576-KR-XS,JNE3576,Orange,kurta,XS
JNE3802-KR-S,JNE3802,Green,kurta,S
JNE3577-KR-XXXL,JNE3577,Green,kurta,3XL
J0396-DR-S,J0396,White,Western Dress,S
J0203-TP-XXXL,J0203,Green,Top,3XL
JNE3422-KR-XL,JNE3422,Red,kurta,XL
SET395-KR-NP-XS,SET395,White,Set,XS
J0385-KR-XS,J0385,Brown,kurta,XS
J0391-TP-XS,J0391,Orange,Top,XS
SET295-KR-NP-S,SET295,Black,Set,S
JNE3516-KR-E-S,JNE3516,White,kurta,S
JNE3539-KR-XL,JNE3539,Green,kurta,XL
JNE3770-KR-M,JNE3770,Brown,kurta,M
SET356-KR-NP-XXL,SET356,Purple,Set,XXL
JNE3457-KR-L,JNE3457,Green,kurta,L
SET247-KR-SHA-XS,SET247,White,Set,XS
J0300-TP-XXL,J0300,Black,Top,XXL
MEN5017-KR-S,MEN5017,Green,kurta,S
J0153-DR-S,J0153,Brown,Western Dress,S
J0077-SKD-XS,J0077,Black,Set,XS
J0092-SET-XXXL,J0092,Black,Set,3XL
MEN5019-KR-L,MEN5019,White,kurta,L
JNE3758-KR-L,JNE3758,Black,kurta,L
JNE3690-TU-XS,JNE3690,Green,Top,XS
SET048-KR-NP-L,SET048,Red,Set,L
J0246-SKD-XS,J0246,Yellow,Set,XS
AN211-BLACK-XL,AN211,Purple,Bottom,XL
JNE3771-KR-XXL,JNE3771,Orange,kurta,XXL
JNE3471-KR-S,JNE3471,Yellow,kurta,S
SET263-KR-NP-XS,SET263,Brown,Set,XS
JNE3768-KR-XL,JNE3768,Blue,kurta,XL
J0089-TP-XXXL,J0089,Green,Top,3XL
NW027-TP-PJ-XXXL,NW027,Red,Set,3XL
JNE3364-KR-1051-M,JNE3364,Green,kurta,M
JNE3273-KR-L,JNE3273,Green,kurta,L
J0348-SET-M,J0348,Green,Set,M
JNE3662-TP-XS,JNE3662,Yellow,Top,XS
SET246-KR-PP-S,SET246,Yellow,Set,S
SET404-KR-NP-L,SET404,Red,Set,L
JNE3460-KR-XXL,JNE3460,Brown,kurta,XXL
SET183-KR-DH-XS,SET183,Purple,Set,XS
SET128-KR-DH-XL,SET128,Black,Set,XL
JNE3733-KR-S,JNE3733,White,kurta,S
JNE3886-KR-M,JNE3886,Red,kurta,M
SET185-KR-NP-S,SET185,Brown,Set,S
SET318-KR-SHA-L,SET318,Purple,Set,L
JNE3543-KR-M,JNE3543,Green,kurta,M
JNE3575-KR-XS,JNE3575,Red,kurta,XS
J0092-SET-L,J0092,Black,Set,L
SAR037,SAR037,Red,Saree,Free
SET171-KR-NP-L,SET171,Brown,Set,L
SET216-KR-PP-XL,SET216,Green,Set,XL
J0417-TP-M,J0417,Green,Top,M
SET364-KR-NP-L,SET364,Green,Set,L
JNE2032-KR-205-XL,JNE2032,Black,kurta,XL
JNE2265-KR-501-M,JNE2265,Green,kurta,M
NW024-TP-PJ-XL,NW024,Black,Set,XL
JNE3273-KR-XL,JNE3273,Yellow,kurta,XL
J0242-SKD-M,J0242,Black,Set,M
MEN5002-KR-XXXL,MEN5002,Black,kurta,3XL
SET188-KR-NP-XXL,SET188,Green,Set,XXL
JNE3820-KR-XXXL,JNE3820,Brown,kurta,3XL
J0330-KR-XXXL,J0330,Blue,kurta,3XL
JNE2131-KR-A-XXXL,JNE2131,Yellow,kurta,3XL
JNE3680-TU-S,JNE3680,Orange,Top,S
J0163-SKD-S,J0163,White,Set,S
JNE3366-KR-1053-A-XXXL,JNE3366,Yellow,kurta,3XL
BL104-M,BL104,Orange,Blouse,M
J0137-SET-M,J0137,Yellow,Set,M
NW036-ST-SR-XXL,NW036,White,Set,XXL
J0106-KR-M,J0106,Green,Western Dress,M
SET094-KR-NP-L,SET094,Yellow,Set,L
J0119-TP-S,J0119,Purple,Top,S
SET337-KR-NP-XL,SET337,Blue,Set,XL
